Orden;Nombre;Frecuencia;Edad Media;sexo
18549;CAMELIA MARIANA;28;38.4;M
13940;CAMELIA MIHAELA;39;37.0;M
22008;CAMELIA NICOLETA;23;36.2;M
7453;CAMERON;88;16.9;H
5658;CAMIL;124;43.2;H
487;CAMILA;4433;32.9;M
24752;CAMILA ABIGAIL;20;14.3;M
4563;CAMILA ALEJANDRA;157;15.1;M
10420;CAMILA ALEXANDRA;55;14.4;M
3859;CAMILA ANDREA;197;20.5;M
22820;CAMILA ANTONELLA;22;14.2;M
22009;CAMILA BEATRIZ;23;18.1;M
5165;CAMILA BELEN;133;18.2;M
22821;CAMILA CARMEN;22;37.7;M
23771;CAMILA DANIELA;21;15.6;M
19802;CAMILA ELIZABETH;26;13.0;M
7621;CAMILA FERNANDA;81;21.6;M
21217;CAMILA IGNACIA;24;21.8;M
10421;CAMILA ISABEL;55;17.3;M
13618;CAMILA LUCIA;40;16.1;M
24753;CAMILA LUJAN;20;15.0;M
7491;CAMILA MARIA;83;26.4;M
13345;CAMILA NICOLE;41;14.3;M
19163;CAMILA PAZ;27;26.3;M
22010;CAMILA PILAR;23;23.3;M
22822;CAMILA ROCIO;22;19.5;M
10570;CAMILA SOFIA;54;11.1;M
20502;CAMILA SOLEDAD;25;27.2;M
8021;CAMILA VALENTINA;76;8.5;M
22011;CAMILA VALERIA;23;14.2;M
9202;CAMILA VICTORIA;64;12.0;M
17995;CAMILIA;29;14.7;M
3039;CAMILLA;272;28.8;M
4687;CAMILLE;151;22.8;M
20283;CAMILLO;25;46.6;H
386;CAMILO;5128;54.6;H
17135;CAMILO ALBERTO;31;35.6;H
14300;CAMILO ALEJANDRO;39;23.2;H
2463;CAMILO ANDRES;366;26.1;H
9048;CAMILO ANTONIO;69;45.9;H
22424;CAMILO ARTURO;22;34.4;H
17136;CAMILO EDUARDO;31;32.7;H
15936;CAMILO ENRIQUE;34;47.6;H
9370;CAMILO ERNESTO;66;33.9;H
13472;CAMILO JAVIER;42;40.0;H
12530;CAMILO JESUS;46;38.9;H
2864;CAMILO JOSE;297;39.4;H
13016;CAMILO MANUEL;44;49.6;H
1384;CAMINO;955;33.5;M
19656;CAMPIO;26;59.2;H
19112;CAMPO ELIAS;27;55.8;H
13749;CAN;41;27.7;H
20284;CANCIO;25;67.1;H
180;CANDELA;20606;9.8;M
12070;CANDELA CARMEN;46;11.9;M
3543;CANDELA MARIA;220;13.1;M
22823;CANDELA PILAR;22;12.5;M
15306;CANDELA ROCIO;35;11.3;M
300;CANDELARIA;8603;62.5;M
6850;CANDELARIA CARMEN;93;54.2;M
20503;CANDELARIA CONCEPCION;25;50.9;M
21218;CANDELARIA COVADONGA;24;56.8;M
21219;CANDELARIA DOLORES;24;56.9;M
15307;CANDELARIA ESTHER;35;46.1;M
14276;CANDELARIA ISABEL;38;49.7;M
24754;CANDELARIA MARGARITA;20;53.2;M
4221;CANDELARIA MARIA;173;49.9;M
23772;CANDELARIA MERCEDES;21;55.7;M
13941;CANDELARIA PILAR;39;51.1;M
15308;CANDELARIA PINO;35;43.9;M
22824;CANDELARIA ROSA;22;62.6;M
19803;CANDELARIA ROSARIO;26;50.3;M
24755;CANDELARIA VANESA;20;37.0;M
3475;CANDELARIO;232;62.9;H
9255;CANDELAS;67;68.5;H
1022;CANDELAS;1549;68.0;M
12531;CANDELO;46;63.7;H
21606;CANDI;23;58.1;H
19804;CANDI;26;29.8;M
19805;CANDICE;26;33.8;M
22425;CANDID;22;48.1;H
254;CANDIDA;11045;68.9;M
22012;CANDIDA ANTONIA;23;57.5;M
17445;CANDIDA CARMEN;30;63.4;M
22013;CANDIDA CONCEPCION;23;63.6;M
16533;CANDIDA ISABEL;32;51.7;M
3613;CANDIDA MARIA;215;51.4;M
15309;CANDIDA PILAR;35;64.6;M
3283;CANDIDA ROSA;245;55.3;M
233;CANDIDO;11300;62.8;H
21607;CANDIDO ALBERTO;23;47.7;H
9256;CANDIDO ANTONIO;67;55.9;H
24166;CANDIDO DAVID;20;41.1;H
13750;CANDIDO FRANCISCO;41;56.9;H
9704;CANDIDO JAVIER;63;43.7;H
7731;CANDIDO JESUS;84;45.1;H
4626;CANDIDO JOSE;159;46.3;H
23262;CANDIDO JUAN;21;52.2;H
11563;CANDIDO LUIS;51;57.8;H
5196;CANDIDO MANUEL;137;52.7;H
16709;CANDIDO MIGUEL;32;48.4;H
18604;CANDIDO RAMON;28;55.3;H
22426;CANDIDO VICENTE;22;60.2;H
6476;CANDY;100;26.1;M
14277;CANTIA;38;16.4;M
10423;CANUTO;58;70.3;H
1875;CAPILLA;569;64.8;M
13346;CAPITOLINA;41;74.5;M
22825;CAPITULINA;22;79.8;M
11263;CAREN;50;25.4;M
265;CARIDAD;10313;61.6;M
23773;CARIDAD ANGELES;21;48.0;M
10899;CARIDAD CARMEN;52;49.0;M
9700;CARIDAD ISABEL;60;48.0;M
7860;CARIDAD MARIA;78;47.0;M
15691;CARIDAD PILAR;34;49.1;M
20285;CARIM;25;25.7;H
17996;CARIMA;29;25.8;M
860;CARINA;1943;37.8;M
12304;CARINA ALEJANDRA;45;41.0;M
17446;CARINA ALEXANDRA;30;28.6;M
14581;CARINA ANDREA;37;41.6;M
22826;CARINA BEATRIZ;22;38.5;M
11065;CARINA ELIZABETH;51;36.5;M
17447;CARINA ISABEL;30;33.0;M
9331;CARINA MARIA;63;31.3;M
6362;CARINE;102;40.4;M
19806;CARITAT;26;67.2;M
7943;CARL;81;45.7;H
66;CARLA;74705;12.7;M
13347;CARLA ADRIANA;41;25.0;M
4516;CARLA ALEJANDRA;159;22.9;M
4652;CARLA ALEXANDRA;153;26.7;M
3236;CARLA ANDREA;249;24.5;M
18550;CARLA ANDREEA;28;5.4;M
16095;CARLA ANDREINA;33;27.6;M
21220;CARLA ANTONELLA;24;21.4;M
9434;CARLA BEATRIZ;62;24.8;M
16534;CARLA BELEN;32;20.3;M
7094;CARLA CARMEN;89;13.9;M
13942;CARLA CAROLINA;39;30.5;M
12071;CARLA CECILIA;46;29.4;M
4481;CARLA CRISTINA;161;30.9;M
4531;CARLA DANIELA;158;20.6;M
7622;CARLA ELENA;81;13.8;M
10735;CARLA ELIZABETH;53;26.6;M
7549;CARLA ESTEFANIA;82;21.6;M
19807;CARLA ESTHER;26;18.7;M
24756;CARLA EUGENIA;20;28.5;M
9203;CARLA FERNANDA;64;23.3;M
6363;CARLA GABRIELA;102;24.5;M
17448;CARLA INES;30;21.2;M
19808;CARLA IOANA;26;5.0;M
19164;CARLA IRENE;27;23.0;M
3544;CARLA ISABEL;220;21.3;M
4637;CARLA LORENA;154;26.0;M
7345;CARLA LUCIA;85;16.9;M
21221;CARLA LUISA;24;25.7;M
15310;CARLA MANUELA;35;32.4;M
20504;CARLA MARCELA;25;28.3;M
24757;CARLA MARGARITA;20;29.9;M
949;CARLA MARIA;1701;20.8;M
16952;CARLA MARIANA;31;32.2;M
9204;CARLA MARINA;64;27.3;M
22014;CARLA MARISA;23;35.6;M
19165;CARLA MERCEDES;27;22.9;M
19809;CARLA MICHELLE;26;18.2;M
22827;CARLA MILAGROS;22;30.0;M
15692;CARLA NATALIA;34;25.4;M
22828;CARLA NEREA;22;12.5;M
17997;CARLA NICOLE;29;14.0;M
17998;CARLA NOELIA;29;20.7;M
23774;CARLA NOEMI;21;20.3;M
7203;CARLA PAOLA;87;28.9;M
2832;CARLA PATRICIA;304;28.9;M
11662;CARLA PILAR;48;16.1;M
17999;CARLA PINO;29;16.5;M
22015;CARLA REGINA;23;37.8;M
13059;CARLA ROCIO;42;20.2;M
19810;CARLA ROMINA;26;29.5;M
23775;CARLA ROSARIO;21;18.5;M
3097;CARLA SOFIA;265;25.3;M
19811;CARLA STEFANIA;26;14.7;M
10900;CARLA SUSANA;52;33.1;M
21222;CARLA TATIANA;24;26.5;M
14924;CARLA TERESA;36;20.7;M
11264;CARLA VALENTINA;50;12.1;M
13060;CARLA VALERIA;42;24.5;M
18000;CARLA VANESA;29;35.3;M
8460;CARLA VANESSA;71;33.4;M
10736;CARLA VERONICA;53;35.6;M
6364;CARLA VICTORIA;102;17.7;M
24758;CARLA VIRGINIA;20;30.5;M
22829;CARLA VIVIANA;22;33.8;M
23776;CARLA XIMENA;21;26.5;M
181;CARLES;15360;36.1;H
6922;CARLES ALBERT;97;41.2;H
22427;CARLES ANTONI;22;41.5;H
11933;CARLES ENRIC;49;51.4;H
18097;CARLES FRANCESC;29;37.5;H
19113;CARLES JOAN;27;38.5;H
12108;CARLES JOSEP;48;44.8;H
23263;CARLES LLUIS;21;50.0;H
23264;CARLES MANUEL;21;43.4;H
11733;CARLES MARIA;50;55.2;H
19114;CARLES MIQUEL;27;34.9;H
7589;CARLES XAVIER;86;39.6;H
4960;CARLINA;140;61.5;M
15693;CARLITA;34;50.2;M
17592;CARLITO;30;43.6;H
18551;CARLIXTA;28;49.0;M
1196;CARLO;1014;33.2;H
16323;CARLO ALBERTO;33;42.2;H
12;CARLOS;278752;38.8;H
9978;CARLOS AARON;61;18.8;H
6144;CARLOS ABEL;112;38.8;H
12321;CARLOS ABRAHAM;47;25.7;H
18605;CARLOS ADAN;28;32.6;H
24167;CARLOS ADAY;20;22.5;H
3788;CARLOS ADOLFO;208;45.0;H
2299;CARLOS ADRIAN;400;25.4;H
3525;CARLOS AGUSTIN;228;44.2;H
7944;CARLOS AITOR;81;25.5;H
18098;CARLOS ALBEIRO;29;44.5;H
196;CARLOS ALBERTO;13979;43.1;H
1292;CARLOS ALEJANDRO;886;31.9;H
18606;CARLOS ALEJO;28;44.3;H
3412;CARLOS ALEXANDER;237;23.1;H
10903;CARLOS ALEXANDRE;55;32.4;H
3807;CARLOS ALEXIS;207;35.7;H
1229;CARLOS ALFONSO;971;46.0;H
1378;CARLOS ALFREDO;811;38.9;H
24168;CARLOS ALIRIO;20;49.5;H
6580;CARLOS ALONSO;103;32.7;H
8614;CARLOS ALVARO;73;40.0;H
22428;CARLOS AMADEO;22;42.1;H
13473;CARLOS AMADOR;42;44.9;H
13239;CARLOS ANDRE;43;26.7;H
13474;CARLOS ANDREI;42;7.8;H
550;CARLOS ANDRES;3037;32.7;H
1510;CARLOS ANGEL;719;47.7;H
4590;CARLOS ANIBAL;161;47.4;H
23265;CARLOS ANSELMO;21;47.7;H
24169;CARLOS ANTHONY;20;22.4;H
495;CARLOS ANTONIO;3555;43.8;H
4713;CARLOS ARIEL;155;34.7;H
3074;CARLOS ARMANDO;272;41.4;H
20286;CARLOS ARSENIO;25;49.2;H
1282;CARLOS ARTURO;896;44.5;H
1584;CARLOS AUGUSTO;676;42.5;H
5048;CARLOS AURELIO;142;46.4;H
17593;CARLOS AVELINO;30;50.5;H
15235;CARLOS BARTOLOME;36;42.8;H
21608;CARLOS BASILIO;23;53.6;H
14301;CARLOS BENIGNO;39;51.5;H
8028;CARLOS BENITO;80;48.3;H
9371;CARLOS BENJAMIN;66;41.6;H
7340;CARLOS BERNARDO;90;45.3;H
14925;CARLOS BLAS;37;51.6;H
13017;CARLOS BOLIVAR;44;47.1;H
8277;CARLOS BORJA;77;31.5;H
18607;CARLOS BRUNO;28;38.6;H
24170;CARLOS BRYAN;20;22.6;H
13018;CARLOS CARMELO;44;52.7;H
19115;CARLOS CAYETANO;27;40.5;H
24171;CARLOS CECILIO;20;56.1;H
21609;CARLOS CELSO;23;53.3;H
2829;CARLOS CESAR;301;45.4;H
18608;CARLOS CHRISTIAN;28;32.1;H
21610;CARLOS CIPRIANO;23;52.5;H
20930;CARLOS CLAUDIO;24;43.2;H
11564;CARLOS CLEMENTE;51;49.5;H
9372;CARLOS CRISTIAN;66;29.9;H
8115;CARLOS CRISTOBAL;79;43.0;H
19657;CARLOS CRUZ;26;49.3;H
4479;CARLOS DAMIAN;167;38.4;H
730;CARLOS DANIEL;2046;27.3;H
22429;CARLOS DANILO;22;43.1;H
6649;CARLOS DARIO;102;36.0;H
780;CARLOS DAVID;1853;31.1;H
6465;CARLOS DIEGO;105;35.7;H
18099;CARLOS DIONISIO;29;48.0;H
3374;CARLOS DOMINGO;240;47.0;H
19116;CARLOS EDGAR;27;39.2;H
20287;CARLOS EDGARDO;25;43.9;H
22430;CARLOS EDISON;22;42.5;H
15594;CARLOS EDMUNDO;35;43.0;H
647;CARLOS EDUARDO;2401;36.1;H
24172;CARLOS EDWIN;20;36.7;H
6466;CARLOS EFRAIN;105;42.6;H
9979;CARLOS EFREN;61;41.3;H
14582;CARLOS ELADIO;38;48.1;H
6323;CARLOS ELIAS;108;36.2;H
19658;CARLOS ELISEO;26;50.0;H
7659;CARLOS ELOY;85;42.0;H
14583;CARLOS EMANUEL;38;21.0;H
16710;CARLOS EMILIANO;32;35.3;H
2158;CARLOS EMILIO;442;44.4;H
21611;CARLOS EMMANUEL;23;20.1;H
467;CARLOS ENRIQUE;3836;45.7;H
2414;CARLOS ERNESTO;375;42.7;H
2830;CARLOS ESTEBAN;301;41.0;H
3565;CARLOS EUGENIO;225;48.9;H
10904;CARLOS EUSEBIO;55;51.5;H
22431;CARLOS EVARISTO;22;51.9;H
9980;CARLOS EZEQUIEL;61;32.2;H
3452;CARLOS FABIAN;234;37.7;H
14926;CARLOS FABRICIO;37;24.0;H
18100;CARLOS FAUSTINO;29;56.3;H
3819;CARLOS FEDERICO;206;45.6;H
2060;CARLOS FELIPE;472;40.3;H
4320;CARLOS FELIX;175;49.0;H
6581;CARLOS FERMIN;103;45.4;H
999;CARLOS FERNANDO;1287;44.1;H
9591;CARLOS FIDEL;64;48.7;H
13240;CARLOS FILIPE;43;32.8;H
16711;CARLOS FLORENCIO;32;44.9;H
765;CARLOS FRANCISCO;1920;43.5;H
1715;CARLOS GABRIEL;608;32.8;H
16712;CARLOS GASPAR;32;44.0;H
16324;CARLOS GASTON;33;40.0;H
24173;CARLOS GENARO;20;45.7;H
12768;CARLOS GEOVANNY;45;33.6;H
6372;CARLOS GERARDO;107;44.2;H
5108;CARLOS GERMAN;140;41.9;H
13019;CARLOS GILBERTO;44;44.8;H
14584;CARLOS GINES;38;41.1;H
13751;CARLOS GIOVANNI;41;32.6;H
5109;CARLOS GONZALO;140;42.1;H
5732;CARLOS GREGORIO;122;47.2;H
2168;CARLOS GUILLERMO;440;42.6;H
1172;CARLOS GUSTAVO;1034;41.3;H
9373;CARLOS HECTOR;66;49.3;H
7197;CARLOS HENRIQUE;92;30.6;H
22432;CARLOS HENRY;22;38.8;H
18101;CARLOS HERMINIO;29;47.9;H
4081;CARLOS HERNAN;189;41.0;H
11058;CARLOS HERNANDO;54;40.6;H
20288;CARLOS HIGINIO;25;52.7;H
19659;CARLOS HIPOLITO;26;47.4;H
18609;CARLOS HOLMES;28;48.4;H
8727;CARLOS HORACIO;72;51.5;H
2178;CARLOS HUGO;437;40.7;H
1812;CARLOS HUMBERTO;568;45.9;H
24174;CARLOS IBAN;20;41.9;H
1446;CARLOS IGNACIO;762;43.3;H
7198;CARLOS ISAAC;92;32.1;H
18610;CARLOS ISIDORO;28;47.0;H
5906;CARLOS ISIDRO;118;46.4;H
5862;CARLOS ISMAEL;119;34.0;H
6923;CARLOS ISRAEL;97;34.9;H
1625;CARLOS IVAN;653;35.9;H
21612;CARLOS IÑIGO;23;39.3;H
11228;CARLOS JACINTO;53;47.4;H
13752;CARLOS JACOBO;41;37.3;H
4414;CARLOS JAIME;170;50.5;H
221;CARLOS JAVIER;12029;40.8;H
19117;CARLOS JERONIMO;27;40.2;H
563;CARLOS JESUS;2941;40.4;H
2244;CARLOS JOAQUIN;415;42.3;H
5464;CARLOS JOEL;129;19.1;H
13241;CARLOS JONATHAN;43;32.5;H
18611;CARLOS JONAY;28;28.2;H
2658;CARLOS JORGE;329;47.6;H
402;CARLOS JOSE;4806;43.0;H
8278;CARLOS JOSUE;77;23.5;H
1706;CARLOS JUAN;612;49.1;H
3038;CARLOS JULIAN;277;42.6;H
1916;CARLOS JULIO;524;45.0;H
11059;CARLOS JUNIOR;54;16.3;H
15236;CARLOS JUSTO;36;50.5;H
23266;CARLOS KEVIN;21;23.8;H
23267;CARLOS LAZARO;21;43.6;H
14927;CARLOS LEANDRO;37;33.6;H
21613;CARLOS LEON;23;40.2;H
6924;CARLOS LEONARDO;97;35.0;H
13020;CARLOS LEONEL;44;26.6;H
14928;CARLOS LEOPOLDO;37;43.6;H
5302;CARLOS LORENZO;134;45.9;H
22433;CARLOS LUCAS;22;37.0;H
17594;CARLOS LUCIANO;30;46.4;H
642;CARLOS LUIS;2423;47.1;H
16713;CARLOS MAGNO;32;41.1;H
292;CARLOS MANUEL;7825;42.6;H
17137;CARLOS MARCELINO;31;50.8;H
4031;CARLOS MARCELO;192;42.8;H
15237;CARLOS MARCIAL;36;47.0;H
11565;CARLOS MARCOS;51;39.1;H
744;CARLOS MARIA;1987;50.8;H
4135;CARLOS MARIANO;186;47.0;H
19660;CARLOS MARINO;26;46.0;H
1939;CARLOS MARIO;514;40.1;H
2785;CARLOS MARTIN;308;40.3;H
8615;CARLOS MATEO;73;33.2;H
6800;CARLOS MATIAS;99;36.3;H
2871;CARLOS MAURICIO;296;36.0;H
14302;CARLOS MAXIMILIANO;39;37.5;H
17595;CARLOS MAXIMO;30;46.4;H
24175;CARLOS MELCHOR;20;47.1;H
24176;CARLOS MICHAEL;20;23.5;H
602;CARLOS MIGUEL;2648;42.4;H
14585;CARLOS MODESTO;38;51.8;H
7199;CARLOS MOISES;92;37.6;H
17596;CARLOS NARCISO;30;48.8;H
24177;CARLOS NELSON;20;50.9;H
21614;CARLOS NESTOR;23;52.7;H
3688;CARLOS NICOLAS;215;31.6;H
22434;CARLOS NOE;22;36.5;H
24178;CARLOS NOEL;20;32.6;H
9843;CARLOS NORBERTO;62;49.2;H
9844;CARLOS OCTAVIO;62;43.4;H
18612;CARLOS OLIVER;28;35.0;H
4611;CARLOS OMAR;160;37.9;H
7041;CARLOS ORLANDO;95;42.9;H
5172;CARLOS OSCAR;138;48.8;H
22435;CARLOS OSVALDO;22;50.9;H
8728;CARLOS OSWALDO;72;42.9;H
23268;CARLOS OVIDIO;21;43.7;H
5395;CARLOS PABLO;131;48.5;H
7200;CARLOS PASCUAL;92;48.2;H
4456;CARLOS PATRICIO;168;42.2;H
13475;CARLOS PAUL;42;31.3;H
15937;CARLOS PAULINO;34;47.4;H
3549;CARLOS PEDRO;226;49.9;H
1493;CARLOS RAFAEL;731;41.9;H
19118;CARLOS RAIMUNDO;27;54.1;H
7394;CARLOS RAMIRO;89;46.5;H
1486;CARLOS RAMON;734;46.4;H
2159;CARLOS RAUL;442;35.6;H
7945;CARLOS RENE;81;42.9;H
23269;CARLOS REYES;21;46.7;H
4305;CARLOS RICARDO;176;45.3;H
22436;CARLOS RICHARD;22;40.0;H
1556;CARLOS ROBERTO;692;42.6;H
7042;CARLOS RODOLFO;95;50.6;H
4082;CARLOS RODRIGO;189;35.1;H
14586;CARLOS ROGELIO;38;48.0;H
14303;CARLOS ROLANDO;39;41.0;H
7869;CARLOS ROMAN;82;45.8;H
2754;CARLOS RUBEN;313;38.5;H
4182;CARLOS SALVADOR;183;44.2;H
5018;CARLOS SAMUEL;143;28.5;H
2303;CARLOS SANTIAGO;399;40.4;H
17138;CARLOS SANTOS;31;54.4;H
14040;CARLOS SAUL;40;28.2;H
3430;CARLOS SEBASTIAN;236;32.4;H
9705;CARLOS SEGUNDO;63;48.2;H
15938;CARLOS SERAFIN;34;50.4;H
8279;CARLOS SERGIO;77;45.1;H
12769;CARLOS SIMON;45;39.2;H
9374;CARLOS STEVEN;66;20.8;H
12109;CARLOS TEODORO;48;48.3;H
2495;CARLOS TOMAS;359;43.6;H
15238;CARLOS ULISES;36;37.0;H
24179;CARLOS URBANO;20;43.0;H
5947;CARLOS VALENTIN;117;40.9;H
19119;CARLOS VENTURA;27;40.1;H
1400;CARLOS VICENTE;792;46.5;H
4783;CARLOS VICTOR;152;46.6;H
10905;CARLOS VIDAL;55;50.3;H
9592;CARLOS VINICIO;64;38.6;H
17139;CARLOS VLADIMIR;31;37.4;H
13476;CARLOS WALTER;42;45.6;H
21615;CARLOS WILFREDO;23;44.2;H
17140;CARLOS WILLIAM;31;39.7;H
17597;CARLOS WILSON;30;45.7;H
24180;CARLOS XABIER;20;34.1;H
5779;CARLOS XAVIER;121;27.4;H
9706;CARLOS YERAY;63;27.4;H
156;CARLOTA;27386;17.1;M
19166;CARLOTA ALEJANDRA;27;19.1;M
24759;CARLOTA BEATRIZ;20;31.2;M
11663;CARLOTA CARMEN;48;19.1;M
16535;CARLOTA CRISTINA;32;25.9;M
16953;CARLOTA ELENA;31;29.0;M
15694;CARLOTA EUGENIA;34;28.6;M
7141;CARLOTA ISABEL;88;29.8;M
20505;CARLOTA LUCIA;25;21.9;M
1896;CARLOTA MARIA;559;27.3;M
10901;CARLOTA PILAR;52;27.7;M
16954;CARLOTA SOFIA;31;20.2;M
16096;CARLOTA TERESA;33;27.1;M
16097;CARLOTA VICTORIA;33;27.1;M
2298;CARLOTTA;416;13.2;M
294;CARME;8853;59.5;M
10136;CARME MARIA;57;42.9;M
11060;CARMEL;54;58.4;H
22016;CARMEL;23;43.1;M
636;CARMELA;3004;45.7;M
21223;CARMELA MARIA;24;44.0;M
10422;CARMELIA;55;63.0;M
2502;CARMELINA;365;64.9;M
3600;CARMELITA;216;66.1;M
157;CARMELO;18826;57.3;H
17141;CARMELO AGUSTIN;31;52.4;H
23270;CARMELO ALBERTO;21;46.1;H
17142;CARMELO ALEJANDRO;31;37.1;H
7732;CARMELO ANGEL;84;54.8;H
4730;CARMELO ANTONIO;154;52.1;H
20289;CARMELO DANIEL;25;40.0;H
12322;CARMELO DAVID;47;36.9;H
23271;CARMELO DOMINGO;21;52.6;H
21616;CARMELO EDUARDO;23;49.3;H
11566;CARMELO ENRIQUE;51;55.6;H
22437;CARMELO FERNANDO;22;54.6;H
6582;CARMELO FRANCISCO;103;50.0;H
21617;CARMELO IGNACIO;23;53.3;H
4083;CARMELO JAVIER;189;45.3;H
2015;CARMELO JESUS;487;45.5;H
18102;CARMELO JORGE;29;50.4;H
2227;CARMELO JOSE;421;45.4;H
9150;CARMELO JUAN;68;54.5;H
11734;CARMELO LUIS;50;51.3;H
5499;CARMELO MANUEL;128;49.0;H
15595;CARMELO MARIA;35;60.2;H
10268;CARMELO MIGUEL;59;52.1;H
22438;CARMELO PEDRO;22;56.2;H
17143;CARMELO RAFAEL;31;57.7;H
7454;CARMELO RAMON;88;52.4;H
12323;CARMELO SANTIAGO;47;55.0;H
20931;CARMELO TOMAS;24;55.4;H
14587;CARMELO VICENTE;38;56.4;H
3;CARMEN;391563;60.4;M
6637;CARMEN ADELA;97;53.4;M
14278;CARMEN ADELAIDA;38;50.6;M
18552;CARMEN ADORACION;28;55.7;M
6365;CARMEN ADRIANA;102;38.5;M
16536;CARMEN AFRICA;32;51.8;M
24760;CARMEN AGUEDA;20;58.4;M
14582;CARMEN AGUSTINA;37;60.1;M
10423;CARMEN AIDA;55;55.3;M
13943;CARMEN ALBA;39;25.1;M
5311;CARMEN ALEJANDRA;128;32.6;M
6020;CARMEN ALEXANDRA;109;32.9;M
2058;CARMEN ALICIA;492;48.5;M
12072;CARMEN ALINA;46;34.9;M
12803;CARMEN ALMUDENA;43;39.2;M
16098;CARMEN ALTAGRACIA;33;51.2;M
5520;CARMEN AMALIA;122;48.5;M
13619;CARMEN AMANDA;40;42.4;M
12804;CARMEN AMAYA;43;49.3;M
2762;CARMEN AMELIA;316;51.4;M
15311;CARMEN AMERICA;35;57.6;M
4347;CARMEN AMPARO;167;52.0;M
3453;CARMEN ANA;228;48.0;M
4615;CARMEN ANDREA;155;34.1;M
23777;CARMEN ANDREEA;21;24.4;M
6111;CARMEN ANGELA;107;50.8;M
2546;CARMEN ANGELES;356;55.3;M
7022;CARMEN ANGELICA;90;49.0;M
23778;CARMEN ANGELINA;21;51.1;M
11265;CARMEN ANGUSTIAS;50;54.1;M
3290;CARMEN ANTONIA;244;55.8;M
7142;CARMEN ARACELI;88;53.6;M
13061;CARMEN ARANZAZU;42;41.4;M
18553;CARMEN AROA;28;25.5;M
7708;CARMEN ASCENSION;80;56.9;M
5248;CARMEN ASUNCION;130;58.8;M
10902;CARMEN AURELIA;52;50.7;M
3860;CARMEN AURORA;197;51.8;M
16537;CARMEN AUXILIADORA;32;40.3;M
21224;CARMEN AVELINA;24;68.2;M
23779;CARMEN AZAHARA;21;27.2;M
18001;CARMEN AZUCENA;29;49.4;M
18554;CARMEN BARBARA;28;46.6;M
2158;CARMEN BEATRIZ;461;42.5;M
5137;CARMEN BEGOÑA;134;50.3;M
1446;CARMEN BELEN;890;37.5;M
23780;CARMEN BELINDA;21;39.3;M
18555;CARMEN BELLA;28;36.4;M
17449;CARMEN BENITA;30;61.1;M
7204;CARMEN BLANCA;87;48.8;M
24761;CARMEN BRIGIDA;20;53.2;M
22830;CARMEN CAMELIA;22;43.4;M
7861;CARMEN CANDELARIA;78;51.0;M
14583;CARMEN CARIDAD;37;46.3;M
19167;CARMEN CARLOTA;27;42.9;M
6477;CARMEN CAROLINA;100;41.1;M
7623;CARMEN CATALINA;81;43.5;M
2218;CARMEN CECILIA;440;48.2;M
24762;CARMEN CELESTE;20;41.7;M
5138;CARMEN CELIA;134;51.3;M
24763;CARMEN CELINA;20;54.5;M
9994;CARMEN CINTA;58;48.3;M
7550;CARMEN CLARA;82;52.0;M
11870;CARMEN CLAUDIA;47;38.0;M
2931;CARMEN CONCEPCION;288;57.9;M
16099;CARMEN CONSOLACION;33;51.6;M
4730;CARMEN CONSUELO;149;54.4;M
19168;CARMEN CORINA;27;45.7;M
20506;CARMEN COROMOTO;25;56.0;M
10903;CARMEN COVADONGA;52;48.5;M
2145;CARMEN CRISTINA;467;42.2;M
18556;CARMEN CRISTO;28;49.0;M
7023;CARMEN CRUZ;90;54.4;M
5905;CARMEN DANIELA;112;32.4;M
15312;CARMEN DAVINIA;35;31.8;M
15695;CARMEN DELFINA;34;62.8;M
706;CARMEN DELIA;2632;50.7;M
10137;CARMEN DESAMPARADOS;57;57.0;M
10273;CARMEN DESIREE;56;32.6;M
9435;CARMEN DIANA;62;36.2;M
23781;CARMEN DILIA;21;57.4;M
24764;CARMEN DIVINA;20;59.4;M
685;CARMEN DOLORES;2730;51.5;M
23782;CARMEN DOMINGA;21;53.5;M
20507;CARMEN DORA;25;58.8;M
16100;CARMEN DUNIA;33;43.2;M
17450;CARMEN EDITH;30;45.2;M
1371;CARMEN ELENA;967;45.0;M
17451;CARMEN ELIA;30;54.7;M
2815;CARMEN ELISA;307;49.2;M
24765;CARMEN ELISABET;20;40.0;M
18557;CARMEN ELISABETH;28;38.5;M
3935;CARMEN ELIZABETH;192;38.0;M
17452;CARMEN ELOISA;30;50.9;M
14925;CARMEN ELSA;36;55.2;M
4112;CARMEN ELVIRA;180;51.2;M
3427;CARMEN EMILIA;230;56.1;M
4564;CARMEN ENCARNACION;157;58.3;M
13944;CARMEN ENRIQUETA;39;63.5;M
13348;CARMEN ESMERALDA;41;43.6;M
4198;CARMEN ESPERANZA;174;48.6;M
10424;CARMEN ESTEFANIA;55;34.3;M
8996;CARMEN ESTELA;66;45.9;M
18002;CARMEN ESTER;29;48.9;M
2486;CARMEN ESTHER;368;49.5;M
5979;CARMEN ESTRELLA;110;47.5;M
3861;CARMEN EUGENIA;197;47.6;M
8997;CARMEN EULALIA;66;52.7;M
7936;CARMEN EVA;77;47.0;M
9569;CARMEN FABIOLA;61;47.1;M
3727;CARMEN FATIMA;207;45.9;M
19812;CARMEN FELICIDAD;26;57.7;M
8197;CARMEN FELISA;74;60.5;M
13945;CARMEN FERNANDA;39;46.6;M
24766;CARMEN FILOMENA;20;61.9;M
14584;CARMEN FLOR;37;47.3;M
