Frecuencias de nombres masculinos;;;
Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018;;;
;;;
Nombres masculinos con frecuencia mayor o igual a 20 a nivel nacional.;;;
(*) Edad media de las personas que tienen ese nombre a nivel nacional.;;;
;;;
Orden;Nombre;Frecuencia;Edad Media (*)
4010;RAFAEL ALFONSO;194 ;47,3
4011;RAMON JUAN;194 ;56,9
4012;AFRODISIO;193 ;70,3
4013;ANATOLII;193 ;44,6
4014;BENITO JESUS;193 ;45,9
4015;ELYAS;193 ;10,1
4016;GUSTAVO MANUEL;193 ;41,2
4017;ISTVAN;193 ;43,3
4018;JAIME ALEJANDRO;193 ;33,8
4019;JOAN ANDREU;193 ;34,7
4020;LOAY;193 ;6,4
4021;LORENZO ANTONIO;193 ;45,6
4022;LUKASZ;193 ;31,9
4023;MANUEL ADRIAN;193 ;28,1
4024;OSMAN;193 ;34,7
4025;SERGIO GABRIEL;193 ;32,0
4026;ZIHAO;193 ;10,3
4027;ADRIAN GABRIEL;192 ;20,3
4028;ALFREDO MIGUEL;192 ;47,1
4029;AMEUR;192 ;46,0
4030;ANGEL AGUSTIN;192 ;51,4
4031;CARLOS MARCELO;192 ;42,8
4032;DOMINGO LUIS;192 ;53,2
4033;ENRIQUE RAFAEL;192 ;47,9
4034;GENNARO;192 ;43,1
4035;GINO;192 ;33,9
4036;JOAN VICENT;192 ;40,6
4037;LUIS FABIAN;192 ;35,8
4038;MOHAMED LAMINE;192 ;32,9
4039;MOHAMED YASSINE;192 ;20,0
4040;PABLO JOAQUIN;192 ;33,6
4041;RODRIGO MANUEL;192 ;28,2
4042;SALVADOR MIGUEL;192 ;48,9
4043;STIVEN;192 ;21,5
4044;ABDELKEBIR;191 ;41,7
4045;ALBERTO RAFAEL;191 ;40,2
4046;ANDRES SEBASTIAN;191 ;26,6
4047;CESAR DANIEL;191 ;32,3
4048;DAVID ALEXANDRU;191 ;7,2
4049;EDUARDO GABRIEL;191 ;27,6
4050;EL AMIN;191 ;43,2
4051;FERNANDO PEDRO;191 ;52,3
4052;ITZAN;191 ;7,5
4053;JAIME VICENTE;191 ;49,0
4054;JIAJUN;191 ;14,6
4055;JONHATAN;191 ;26,8
4056;JOSE RODOLFO;191 ;46,0
4057;JUSTO JAVIER;191 ;46,4
4058;LEONARDO ANDRES;191 ;29,3
4059;MARIO ANGEL;191 ;43,9
4060;MING;191 ;34,4
4061;PAUL ANTHONY;191 ;53,4
4062;SANDEEP;191 ;29,7
4063;ALEXANDRU IOAN;190 ;20,8
4064;ANDRES IGNACIO;190 ;39,1
4065;ARYAN;190 ;6,5
4066;CHEIKH TIDIANE;190 ;35,7
4067;DAVID ISRAEL;190 ;32,3
4068;FELIX CARLOS;190 ;53,9
4069;GREGORIO ANTONIO;190 ;54,5
4070;HARALD;190 ;54,2
4071;IMTIAZ;190 ;41,2
4072;JUVENAL;190 ;50,8
4073;OLIMPIO;190 ;66,7
4074;PABLO ADRIAN;190 ;27,8
4075;PRINCE;190 ;29,7
4076;VICTORIANO MANUEL;190 ;48,5
4077;ADEEL;189 ;27,2
4078;AISSAM;189 ;24,4
4079;ALEX DANIEL;189 ;14,9
4080;ANDRES DANIEL;189 ;29,0
4081;CARLOS HERNAN;189 ;41,0
4082;CARLOS RODRIGO;189 ;35,1
4083;CARMELO JAVIER;189 ;45,3
4084;CHRISTIAN ALEJANDRO;189 ;22,9
4085;DAVID VICENTE;189 ;36,8
4086;ELIAS MANUEL;189 ;42,0
4087;JOAO MIGUEL;189 ;32,1
4088;JORGE ANIBAL;189 ;47,8
4089;KARL;189 ;55,2
4090;MANUEL RAUL;189 ;46,2
4091;MARIA;189 ;54,0
4092;MARIUS GABRIEL;189 ;27,8
4093;MAURICIO ANDRES;189 ;33,4
4094;NADER;189 ;25,5
4095;NECO;189 ;7,9
4096;ORLANDO JOSE;189 ;40,8
4097;PETER JAMES;189 ;58,9
4098;ROBERTO JUAN;189 ;44,7
4099;SANTIAGO MARIA;189 ;40,5
4100;EXPEDITO;188 ;56,1
4101;GABRIEL MANUEL;188 ;39,8
4102;HUGO JAVIER;188 ;26,7
4103;JESUS ALVARO;188 ;44,5
4104;JESUS EUGENIO;188 ;55,4
4105;JOSE MOISES;188 ;45,8
4106;JULIO RAFAEL;188 ;46,7
4107;LEONARDO ANTONIO;188 ;36,4
4108;MARTIN FRANCISCO;188 ;46,4
4109;OSCAR JUAN;188 ;42,6
4110;QAMAR;188 ;34,6
4111;RAUL ENRIQUE;188 ;41,4
4112;ROBERTO DAVID;188 ;34,2
4113;SABIR;188 ;28,5
4114;SIGFREDO;188 ;61,0
4115;AIMAD;187 ;20,2
4116;ALEXANDRU FLORIN;187 ;21,4
4117;ALPHA;187 ;35,0
4118;AZZOUZ;187 ;45,5
4119;DEMIAN;187 ;18,9
4120;IOAN ADRIAN;187 ;35,1
4121;JALIL;187 ;28,1
4122;LIN;187 ;35,4
4123;LUPICINIO;187 ;72,2
4124;MANUEL SANTOS;187 ;55,0
4125;MARWANE;187 ;13,4
4126;PABLO SANTIAGO;187 ;34,2
4127;PEDRO RAUL;187 ;42,4
4128;RUBEN CARLOS;187 ;39,9
4129;VICENTE FERNANDO;187 ;53,1
4130;ABDOURAHMANE;186 ;34,8
4131;ALEX DAVID;186 ;16,7
4132;ANTONIO ADRIAN;186 ;27,0
4133;AOMAR;186 ;47,4
4134;BLADIMIR;186 ;36,5
4135;CARLOS MARIANO;186 ;47,0
4136;CRISTOBAL JAVIER;186 ;40,4
4137;ENRIQUE DANIEL;186 ;38,1
4138;ILIAN;186 ;20,1
4139;JORGE ALFONSO;186 ;42,3
4140;JOSE BAUTISTA;186 ;55,9
4141;JULIO ALFONSO;186 ;48,6
4142;JULIO ERNESTO;186 ;45,0
4143;LUKE;186 ;15,6
4144;MARCOS FRANCISCO;186 ;39,0
4145;MARIUSZ;186 ;41,8
4146;MIGUEL AGUSTIN;186 ;47,8
4147;MUHAMMED;186 ;25,3
4148;NESTOR JOSE;186 ;36,2
4149;NOREDDINE;186 ;39,7
4150;OSCAR VICENTE;186 ;43,9
4151;RAFAEL JORGE;186 ;49,8
4152;RAUL JAVIER;186 ;37,7
4153;ROBERT ANDREI;186 ;11,8
4154;SANTIAGO ALBERTO;186 ;39,7
4155;SOULIMAN;186 ;34,1
4156;VICTOR JULIAN;186 ;43,4
4157;EDUARDO MARIA;185 ;46,9
4158;ELOY MANUEL;185 ;44,3
4159;FELIX ENRIQUE;185 ;49,7
4160;FIDEL ANGEL;185 ;51,3
4161;HAGIE;185 ;30,4
4162;JABIER;185 ;48,6
4163;JENS;185 ;46,8
4164;MARCELO JAVIER;185 ;39,0
4165;PETRONILO;185 ;68,3
4166;SANTIAGO ENRIQUE;185 ;40,3
4167;VALERII;185 ;45,4
4168;YERAY JESUS;185 ;29,0
4169;YVES;185 ;43,1
4170;DANIEL JAVIER;184 ;31,8
4171;DANIEL SEBASTIAN;184 ;26,6
4172;DAVID RAMON;184 ;40,4
4173;FLAVIANO;184 ;64,3
4174;GUILLERMO MIGUEL;184 ;35,7
4175;IGNACIO ANDRES;184 ;32,9
4176;JULIO EDUARDO;184 ;46,3
4177;KURT;184 ;62,1
4178;PATRICIO JOSE;184 ;43,4
4179;SOCRATES;184 ;46,4
4180;BADER;183 ;16,9
4181;BRUNO JOSE;183 ;33,8
4182;CARLOS SALVADOR;183 ;44,2
4183;DAIRON;183 ;11,9
4184;GABRIEL FERNANDO;183 ;36,3
4185;GEORGY;183 ;31,1
4186;HADJ;183 ;43,6
4187;IVAN DANIEL;183 ;27,4
4188;JEAN MARC;183 ;49,2
4189;JELLOUL;183 ;43,6
4190;JUAN JOAQUIN;183 ;55,3
4191;LEOPOLDO JOSE;183 ;49,5
4192;MAXIME;183 ;20,1
4193;NEYMAR;183 ;3,5
4194;OSCAR ALFREDO;183 ;46,9
4195;PEDRO GINES;183 ;41,3
4196;SAMY;183 ;19,3
4197;SERGIO EDUARDO;183 ;37,4
4198;STANLEY;183 ;48,7
4199;ANGEL NICOLAS;182 ;31,9
4200;ANTONIO MARIANO;182 ;52,3
4201;ANTONIO VICTOR;182 ;50,2
4202;BLAS JESUS;182 ;42,0
4203;BLAS MANUEL;182 ;46,4
4204;EL HAJ;182 ;46,2
4205;ENRIQUE EDUARDO;182 ;47,5
4206;HECTOR FRANCISCO;182 ;36,7
4207;JEAN MICHEL;182 ;49,6
4208;MANRIQUE;182 ;47,1
4209;MATIAS ALEJANDRO;182 ;19,8
4210;TALLA;182 ;40,2
4211;TOMAS LUIS;182 ;51,5
4212;ALBERTO ANDRES;181 ;40,2
4213;ANTONIO BENITO;181 ;54,7
4214;BONAVENTURA;181 ;64,0
4215;CESAR FERNANDO;181 ;45,0
4216;DANIEL FLORIN;181 ;28,0
4217;DANIEL MARIA;181 ;41,0
4218;FRANCISCO ISRAEL;181 ;35,6
4219;FREDERICK;181 ;42,8
4220;JUAN EUSEBIO;181 ;54,9
4221;LUC;181 ;22,0
4222;LUIS MARCOS;181 ;44,6
4223;MANUEL ISIDRO;181 ;52,3
4224;MATIAS JOSE;181 ;40,1
4225;MOUSTAFA;181 ;34,9
4226;QASIM;181 ;26,2
4227;RICARDO ALEJANDRO;181 ;34,9
4228;UGO;181 ;34,2
4229;WILDER;181 ;37,8
4230;ADRIAN VASILE;180 ;32,8
4231;ANSAR;180 ;42,4
4232;ARIS;180 ;13,2
4233;BERNARDO ANTONIO;180 ;49,1
4234;ERICK ALEXANDER;180 ;17,1
4235;EUSEBIO JOSE;180 ;49,6
4236;GUILLAUME;180 ;33,3
4237;JUAN SERGIO;180 ;46,8
4238;MARIUS FLORIN;180 ;31,8
4239;MIGUEL PABLO;180 ;44,1
4240;PABLO AGUSTIN;180 ;35,5
4241;SANDOR;180 ;42,2
4242;SANTIAGO DANIEL;180 ;30,6
4243;VICTOR EMILIO;180 ;41,0
4244;ARIDANI;179 ;26,5
4245;ASCENSIO;179 ;66,9
4246;DAVID ALFONSO;179 ;35,3
4247;EDGARDO;179 ;49,2
4248;FEDERICO ANTONIO;179 ;50,6
4249;FERNANDO NICOLAS;179 ;33,0
4250;FERNANDO PABLO;179 ;48,5
4251;IJAZ;179 ;42,7
4252;JAIME DAVID;179 ;34,9
4253;JIANWEI;179 ;39,6
4254;JOHN JAMES;179 ;49,2
4255;JUAN SANTOS;179 ;56,7
4256;JULIO JUAN;179 ;51,5
4257;LEONARDO GABRIEL;179 ;28,9
4258;MANUEL DAMIAN;179 ;45,0
4259;MARIUS CATALIN;179 ;29,4
4260;PEDRO RICARDO;179 ;47,5
4261;ROMICA;179 ;45,4
4262;ROSEN;179 ;37,2
4263;SAMER;179 ;31,5
4264;SANTIAGO NICOLAS;179 ;26,2
4265;SOUHAIB;179 ;11,2
4266;ALFONSO RAMON;178 ;51,2
4267;ARGELIO;178 ;61,0
4268;ARMANDO JESUS;178 ;42,9
4269;BRUC;178 ;3,1
4270;DUMITRU DANIEL;178 ;35,5
4271;IONUT CRISTIAN;178 ;25,3
4272;ISMAEL ANTONIO;178 ;36,8
4273;JESUS JORGE;178 ;47,8
4274;JUAN PATRICIO;178 ;46,9
4275;NOURDDINE;178 ;36,5
4276;RAMIRO JOSE;178 ;44,2
4277;RAUL MIGUEL;178 ;36,6
4278;RAYHAN;178 ;7,7
4279;RICARDO ANGEL;178 ;50,4
4280;VICENTE ALEJANDRO;178 ;38,8
4281;AAMIR;177 ;32,3
4282;ALEXANDRU ANDREI;177 ;14,1
4283;ANATOLY;177 ;46,9
4284;ANDREI DANIEL;177 ;16,7
4285;ANTONIO ISIDRO;177 ;55,2
4286;ANTONIO VALENTIN;177 ;46,8
4287;DATIVO;177 ;69,5
4288;EL KHALIL;177 ;39,9
4289;FERMI;177 ;56,7
4290;HENRI;177 ;49,2
4291;HERNAN DARIO;177 ;37,9
4292;JABER;177 ;18,1
4293;JEAN LOUIS;177 ;56,3
4294;KINGSLEY;177 ;37,6
4295;LUAN;177 ;12,5
4296;LUIS RUBEN;177 ;38,9
4297;MANUEL OSCAR;177 ;51,2
4298;MATIES;177 ;31,4
4299;MIGUEL ESTEBAN;177 ;43,7
4300;NAWFAL;177 ;13,3
4301;OSCAR MAURICIO;177 ;36,4
4302;ROBERT GABRIEL;177 ;16,0
4303;VALENTYN;177 ;38,9
4304;BABAR;176 ;34,6
4305;CARLOS RICARDO;176 ;45,3
4306;DANY;176 ;21,4
4307;FRANCISCO XABIER;176 ;45,1
4308;GABRIEL ALBERTO;176 ;34,4
4309;IGNACIO JUAN;176 ;43,1
4310;MAMADY;176 ;34,5
4311;MARIO GABRIEL;176 ;21,5
4312;MOISES DAVID;176 ;29,5
4313;NATHANIEL;176 ;14,5
4314;NICOLO;176 ;24,6
4315;VICENTE PEDRO;176 ;55,3
4316;AARON JOSE;175 ;17,2
4317;ABDEL LAH;175 ;39,8
4318;ADRIEN;175 ;20,2
4319;BENITO JAVIER;175 ;46,4
4320;CARLOS FELIX;175 ;49,0
4321;ESTEBAN JAVIER;175 ;41,7
4322;FRANCISCO ADOLFO;175 ;48,6
4323;GABRIEL ALEXANDER;175 ;15,7
4324;GAROE;175 ;11,4
4325;ISIDRO ANTONIO;175 ;52,8
4326;JIANJUN;175 ;43,9
4327;JOSE LEOPOLDO;175 ;52,6
4328;KHURRAM;175 ;32,9
4329;MANUEL JULIO;175 ;57,5
4330;MARIUS ALEXANDRU;175 ;22,6
4331;NILS;175 ;23,3
4332;POMPEYO;175 ;65,7
4333;ROSTYSLAV;175 ;28,7
4334;SOLIMAN;175 ;37,1
4335;TXABER;175 ;23,3
4336;VALERY;175 ;48,3
4337;YARED;175 ;12,9
4338;ZOHAIR;175 ;26,3
4339;ZURAB;175 ;41,0
4340;ALEXANDRU CONSTANTIN;174 ;19,5
4341;ARTURO JESUS;174 ;41,1
4342;BALDUINO;174 ;49,7
4343;BARA;174 ;39,2
4344;EHSAN;174 ;36,3
4345;FELIPE LUIS;174 ;49,9
4346;GEORGE ALEXANDRU;174 ;20,5
4347;GUNTER;174 ;63,2
4348;ILIYAN;174 ;36,0
4349;JIANPING;174 ;48,4
4350;JORGE NICOLAS;174 ;32,0
4351;MANUEL ALEXANDER;174 ;24,5
4352;MANUEL CRISTOBAL;174 ;49,1
4353;MIGUEL JORGE;174 ;49,2
4354;PASCUAL ANTONIO;174 ;50,4
4355;SANTIAGO ANGEL;174 ;51,6
4356;XUAN;174 ;16,7
4357;AHARON;173 ;17,9
4358;ALVARO FERNANDO;173 ;36,6
4359;ANDREI IONUT;173 ;18,8
4360;ANDREW JAMES;173 ;45,5
4361;AUGUSTO JOSE;173 ;48,2
4362;BEN;173 ;28,8
4363;DAVID GEORGE;173 ;53,5
4364;DIEGO DANIEL;173 ;26,7
4365;EUGENIU;173 ;37,4
4366;FRANCISCO ALEXIS;173 ;41,2
4367;GUILLERMO DANIEL;173 ;37,4
4368;IDRIS;173 ;24,2
4369;ISKANDER;173 ;24,0
4370;JORGE MARTIN;173 ;37,8
4371;LUIS OSWALDO;173 ;44,0
4372;NICOLAS JAVIER;173 ;32,4
4373;SHENG;173 ;29,0
4374;TAIB;173 ;46,6
4375;ADAI;172 ;9,8
4376;ANGEL ALFREDO;172 ;46,0
4377;DAVID ADRIAN;172 ;14,0
4378;GERMAN ANDRES;172 ;33,9
4379;JOACHIM;172 ;55,8
4380;JOEL ALEXANDER;172 ;17,9
4381;JORDI JOSEP;172 ;38,4
4382;MIGUEL OSCAR;172 ;46,6
4383;MONSEF;172 ;14,4
4384;NIDAL;172 ;14,0
4385;SERGIO RAFAEL;172 ;35,4
4386;ALAN JOHN;171 ;65,0
4387;ALVARO RAFAEL;171 ;29,8
4388;ANTONIO GERMAN;171 ;48,5
4389;BORYS;171 ;45,7
4390;CESAR MARIA;171 ;51,0
4391;DAVID ESTEBAN;171 ;28,0
4392;ERNESTO ANTONIO;171 ;46,0
4393;ESTEBAN FRANCISCO;171 ;45,8
4394;FRANCISCO ALONSO;171 ;43,5
4395;FRANCISCO ROMAN;171 ;45,8
4396;HELDER;171 ;30,2
4397;JESUS VALENTIN;171 ;50,4
4398;JOAN DAVID;171 ;18,0
4399;JOSE HIGINIO;171 ;54,0
4400;JOSE RUFINO;171 ;57,3
4401;KEVIN JAVIER;171 ;18,5
4402;KIKE;171 ;6,8
4403;MANUEL ERNESTO;171 ;47,3
4404;NICOLAS DANIEL;171 ;17,8
4405;RAMON ALEJANDRO;171 ;41,0
4406;ABSELAM;170 ;51,9
4407;ADRIAN ALBERTO;170 ;27,9
4408;ALBERTO TOMAS;170 ;42,4
4409;ALEJANDRO MARTIN;170 ;33,3
4410;ALEJANDRO TOMAS;170 ;32,7
4411;ALFONSO ENRIQUE;170 ;46,7
4412;ANGELINO;170 ;63,8
4413;BRYAN DAVID;170 ;19,5
4414;CARLOS JAIME;170 ;50,5
4415;CARMINE;170 ;47,8
4416;DALMIRO;170 ;68,8
4417;DANIEL NICOLAS;170 ;19,5
4418;DAVID CRISTIAN;170 ;12,2
4419;GEORGIAN;170 ;31,5
4420;JACEK;170 ;43,7
4421;JAIME CARLOS;170 ;49,6
4422;JORGE TOMAS;170 ;40,9
4423;MAATI;170 ;45,9
4424;MANDEEP;170 ;29,0
4425;MANUEL GERARDO;170 ;53,0
4426;MIGUEL TOMAS;170 ;49,4
4427;MOUHSSINE;170 ;28,9
4428;ORLANDO JESUS;170 ;47,6
4429;RAMON EMILIO;170 ;48,8
4430;ROBERT WILLIAM;170 ;60,4
4431;SALVADOR DAVID;170 ;35,0
4432;TEODULO;170 ;71,3
4433;ALEXIS JESUS;169 ;34,8
4434;ASIS;169 ;23,6
4435;CHAO;169 ;31,4
4436;DAVID SEBASTIAN;169 ;22,5
4437;DIEGO EDUARDO;169 ;32,2
4438;DRAMANE;169 ;35,2
4439;EUGENIO ANTONIO;169 ;53,2
4440;HANS JOACHIM;169 ;68,6
4441;IOAN FLORIN;169 ;37,3
4442;JHOAN SEBASTIAN;169 ;19,8
4443;JUAN ARMANDO;169 ;44,7
4444;LAKHWINDER;169 ;38,9
4445;LUIS FERMIN;169 ;52,6
4446;PAUL DAVID;169 ;45,5
4447;RAMON ANDRES;169 ;47,9
4448;RAMON EDUARDO;169 ;45,3
4449;SANTIAGO RAFAEL;169 ;40,0
4450;SERGIO CARLOS;169 ;39,7
4451;VALERICA;169 ;44,8
4452;WILLIAM JOHN;169 ;61,3
4453;ZAIN;169 ;16,5
4454;ALEX FERNANDO;168 ;25,1
4455;ARMINDO;168 ;60,4
4456;CARLOS PATRICIO;168 ;42,2
4457;EUGENIO FRANCISCO;168 ;53,5
4458;FRANCISCO BERNARDO;168 ;50,1
4459;JESUS PASCUAL;168 ;51,6
4460;KARMELO;168 ;55,1
4461;KOSTYANTYN;168 ;41,5
4462;LEONARDO FABIO;168 ;37,0
4463;LORETO;168 ;64,0
4464;MARCOS AURELIO;168 ;43,4
4465;MAURICE;168 ;55,5
4466;MAURICIO JOSE;168 ;37,3
4467;MAVERICK;168 ;5,8
4468;PETRISOR;168 ;39,2
4469;SALVA;168 ;6,2
4470;SOULAYMAN;168 ;10,2
4471;TIGRAN;168 ;31,0
4472;VENTSISLAV;168 ;40,1
4473;ABDEL ILAH;167 ;37,4
4474;ADRIAN FLORIN;167 ;27,8
4475;ALEJANDRO VICENTE;167 ;33,1
4476;ANDRES RAFAEL;167 ;41,6
4477;ANGEL GREGORIO;167 ;51,7
4478;ARMICHE;167 ;31,7
4479;CARLOS DAMIAN;167 ;38,4
4480;CRISTIAN IONUT;167 ;22,5
4481;DOMINGO FRANCISCO;167 ;55,2
4482;FELIX JUAN;167 ;53,4
4483;IOAN ALEXANDRU;167 ;25,9
4484;JOSE HERMINIO;167 ;56,7
4485;JUAN ABEL;167 ;40,3
4486;LOIC;167 ;21,8
4487;MATHIEU;167 ;27,8
4488;PABLO PEDRO;167 ;45,5
4489;SERIGNE FALLOU;167 ;13,6
4490;ABDELFATAH;166 ;35,6
4491;CRISTIAN MIGUEL;166 ;25,1
4492;DIEGO JUAN;166 ;40,4
4493;DOMINGO JUAN;166 ;55,5
4494;DOMINGO RAMON;166 ;52,4
4495;EDISON JAVIER;166 ;30,4
4496;ELADIO JOSE;166 ;47,0
4497;FERMIN JOSE;166 ;53,3
4498;FERNANDO IGNACIO;166 ;48,2
4499;GORDON;166 ;62,5
4500;IGNACIO CARLOS;166 ;43,1
4501;IONUT GABRIEL;166 ;24,2
4502;JAIME IGNACIO;166 ;40,1
4503;JESUS ADOLFO;166 ;51,1
4504;JOAN ANTON;166 ;50,0
4505;KYLIAN;166 ;8,5
4506;LUCKY;166 ;40,0
4507;LUCRECIO;166 ;64,4
4508;LUIS NICOLAS;166 ;35,3
4509;MAMADOU ALIOU;166 ;34,8
4510;MIGUEL ANGELO;166 ;27,9
4511;PEDRO GUILLERMO;166 ;46,4
4512;PEDRO LORENZO;166 ;51,2
4513;QI;166 ;29,2
4514;SALVADOR JUAN;166 ;48,1
4515;SEBASTIAN GABRIEL;166 ;20,7
4516;TOMAS VICENTE;166 ;51,7
4517;ABLAYE;165 ;36,0
4518;ALEXIS JOSE;165 ;35,2
4519;CHRISTIAN FERNANDO;165 ;28,8
4520;EDUARD ANDREI;165 ;8,0
4521;EMILIO CARLOS;165 ;52,6
4522;FERNANDO AGUSTIN;165 ;46,5
4523;FRANCISCO MARIO;165 ;45,7
4524;HECTOR ANDRES;165 ;31,4
4525;IQBAL;165 ;41,5
4526;JACOPO;165 ;25,8
4527;JOAQUIN PEDRO;165 ;50,8
4528;JOSE ANSELMO;165 ;57,4
4529;LUIS FEDERICO;165 ;45,7
4530;MARCO JOSE;165 ;29,2
4531;QUITERIO;165 ;66,6
4532;VALER;165 ;49,5
4533;VICTOR JULIO;165 ;45,7
4534;ANTONI JOSEP;164 ;44,8
4535;BADR EDDINE;164 ;20,6
4536;EDGAR JOSE;164 ;34,9
4537;EUKEN;164 ;15,1
4538;FARHAN;164 ;23,5
4539;FLORIN ADRIAN;164 ;30,9
4540;GUY;164 ;50,0
4541;IVAN MIGUEL;164 ;31,5
4542;IZAM;164 ;10,5
4543;JOSE CELESTINO;164 ;56,8
4544;JUAN LEON;164 ;47,8
4545;LESMES;164 ;58,8
4546;MAMADOU SALIOU;164 ;33,8
4547;MARIANO LUIS;164 ;55,1
4548;NICOLAS DAVID;164 ;20,6
4549;OSCAR IGNACIO;164 ;41,3
4550;OUASSIM;164 ;16,2
4551;RICARDO VICENTE;164 ;51,3
4552;TIMOTHY;164 ;42,8
4553;VICTOR ADRIAN;164 ;24,2
4554;VITOR;164 ;27,8
4555;ABDENOUR;163 ;31,9
4556;ANTONIO BLAS;163 ;52,1
4557;ARCANGEL;163 ;53,5
4558;AUGUST;163 ;49,2
4559;BJORN;163 ;39,0
4560;CONSUELO;163 ;68,5
4561;GERMAN LUIS;163 ;48,9
4562;JAVIER TOMAS;163 ;39,2
4563;JULIO MARIA;163 ;56,6
4564;KILLIAN;163 ;11,6
4565;LUCAS DAVID;163 ;15,1
4566;MANUEL ALVARO;163 ;45,7
4567;MARTIN MIGUEL;163 ;42,4
4568;RAUL DANIEL;163 ;27,4
4569;SERGIO RAUL;163 ;37,5
4570;YEISON;163 ;22,7
4571;ANGEL JULIO;162 ;53,7
4572;ANGEL SEBASTIAN;162 ;34,7
4573;ANTONIO ALFREDO;162 ;50,1
4574;BOGDAN IONUT;162 ;24,4
4575;DOMINGO MIGUEL;162 ;49,4
4576;EUGENIO JAVIER;162 ;48,7
4577;FRANCISCO ALFREDO;162 ;51,3
4578;GONZALO ANDRES;162 ;36,8
4579;JAVIER AGUSTIN;162 ;40,1
4580;JON KEPA;162 ;40,8
4581;MELVIN;162 ;31,2
4582;PABLO ESTEBAN;162 ;37,9
4583;PEDRO NOLASCO;162 ;47,3
4584;TOUHAMI;162 ;48,1
4585;VASILE ADRIAN;162 ;34,8
4586;VENERANDO;162 ;66,1
4587;XOSE ANTON;162 ;51,1
4588;ALBERTO FERNANDO;161 ;46,9
4589;ALEX JAVIER;161 ;25,6
4590;CARLOS ANIBAL;161 ;47,4
4591;CIBRAN;161 ;16,2
4592;DANAIL;161 ;38,0
4593;FRANCESC D'ASSIS;161 ;48,2
4594;FRANCISCO CRISTOBAL;161 ;46,8
4595;GONZALO LUIS;161 ;40,9
4596;IGNACIO ANGEL;161 ;53,1
4597;JADEN;161 ;4,3
4598;JESUS ISRAEL;161 ;37,7
4599;JHON;161 ;25,2
4600;JORGE RUBEN;161 ;44,1
4601;JOSE AQUILINO;161 ;56,2
4602;JOSE FULGENCIO;161 ;49,1
4603;LAZAR;161 ;40,8
4604;MARCO ANDRES;161 ;26,0
4605;PAULO SERGIO;161 ;38,0
4606;VICTORIANO JOSE;161 ;54,8
4607;WAQAR;161 ;31,2
4608;XIAODONG;161 ;36,6
4609;ALBERTO VICENTE;160 ;47,0
4610;BENYOUNES;160 ;44,8
4611;CARLOS OMAR;160 ;37,9
4612;DAVID MARIA;160 ;29,1
4613;FRANCISCO SALES;160 ;52,4
4614;FRANCISCO SAMUEL;160 ;29,1
4615;ISIDRO JESUS;160 ;45,7
4616;JERONIMO JOSE;160 ;43,0
4617;JULIO DANIEL;160 ;38,1
4618;LEV;160 ;21,8
4619;MANASES;160 ;16,5
4620;SAEED;160 ;37,8
4621;SHOAIB;160 ;29,8
4622;STUART;160 ;55,3
4623;YOSEF;160 ;17,8
4624;AMETZ;159 ;8,8
4625;AYMAR;159 ;14,1
4626;CANDIDO JOSE;159 ;46,3
4627;CHADI;159 ;11,7
4628;ERIZ;159 ;29,1
4629;FARIS;159 ;10,4
4630;FELIX FERNANDO;159 ;55,7
4631;FERMIN JAVIER;159 ;48,5
4632;FRANCESC PAULA;159 ;49,1
4633;FRANCISCO ELIAS;159 ;46,4
4634;GABOR;159 ;38,6
4635;JOHN JOSEPH;159 ;56,4
4636;JOSE LAZARO;159 ;53,6
4637;JUAN CLEMENTE;159 ;53,4
4638;MODEST;159 ;60,6
4639;MOHAMED LAMIN;159 ;31,8
4640;SERGE;159 ;51,0
4641;VICENTE DANIEL;159 ;43,2
4642;AARON JESUS;158 ;20,5
4643;ANDRES SANTIAGO;158 ;37,8
4644;ANTONIO CRISTOBAL;158 ;47,7
4645;ANTONIO GREGORIO;158 ;54,9
4646;ANTONIO MATIAS;158 ;48,2
4647;DAVID EMANUEL;158 ;14,5
4648;FRANCISCO ABEL;158 ;38,0
4649;GABRIEL LUIS;158 ;41,8
4650;IGNACIO ALBERTO;158 ;42,7
4651;JAVIER RAFAEL;158 ;36,3
4652;JESUS NAZARET;158 ;26,8
4653;JESUS RUBEN;158 ;38,8
4654;JOHN ALEJANDRO;158 ;23,7
4655;JOSE ADAN;158 ;35,2
4656;JUAN FEDERICO;158 ;51,0
4657;JUAN REYES;158 ;49,9
4658;KIM;158 ;27,8
4659;LUIS PATRICIO;158 ;44,5
4660;MARIANO FRANCISCO;158 ;53,0
4661;MATEUSZ;158 ;22,2
4662;MITICA;158 ;47,0
4663;SANTIAGO FERNANDO;158 ;46,0
4664;SEBASTIAN FRANCISCO;158 ;46,0
4665;VICTOR SANTIAGO;158 ;38,6
4666;ABDELTIF;157 ;42,8
4667;ALEJANDRO MARIA;157 ;36,5
4668;ANGEL CRISTO;157 ;33,1
4669;CLAUDIO ANDRES;157 ;37,9
4670;EYDAN;157 ;3,6
4671;FERDINAND;157 ;46,5
4672;FRANCISCO MARCOS;157 ;47,0
4673;GORGONIO;157 ;66,2
4674;GUILLERMO ALBERTO;157 ;40,0
4675;ISAAC JOSE;157 ;36,9
4676;JAIRO JESUS;157 ;38,3
4677;JOEL DAVID;157 ;18,9
4678;JOHN ROBERT;157 ;59,8
4679;JOSE FRANCISCO JAVIER;157 ;64,0
