Orden;Nombre;Frecuencia;Edad media
4459;SHAYLA;163 ;8,5
4460;ANCA MARIA;162 ;31,3
4461;ARBIA;162 ;48,4
4462;BRISA;162 ;20,1
4463;DAYRA;162 ;8,8
4464;DOREEN;162 ;65,2
4465;EVANGELISTA;162 ;59,9
4466;FRANCISCA ROCIO;162 ;44,5
4467;GRAZIELLA;162 ;47,7
4468;LALI;162 ;46,4
4469;LUISA ELENA;162 ;49,9
4470;LYNNE;162 ;62,0
4471;MARIA VENTURA;162 ;58,4
4472;MARIE FRANCE;162 ;62,0
4473;MELBA;162 ;45,7
4474;NACIRA;162 ;35,6
4475;NANCY ROCIO;162 ;42,0
4476;ROSA INMACULADA;162 ;47,7
4477;ROSA MARTA;162 ;52,3
4478;SANDRA MARCELA;162 ;38,0
4479;ANATOLIA;161 ;69,4
4480;BRISEIDA;161 ;17,4
4481;CARLA CRISTINA;161 ;30,9
4482;CLAUDIA LUCIA;161 ;30,5
4483;ESTELITA;161 ;67,5
4484;HORIA;161 ;44,7
4485;LIZHEN;161 ;42,6
4486;LORENA PATRICIA;161 ;34,9
4487;LUCELLY;161 ;49,5
4488;MARIA AMANDA;161 ;49,3
4489;MIREN BAKARNE;161 ;53,0
4490;NORMA MARIA;161 ;48,1
4491;RAFFAELLA;161 ;40,2
4492;SILVIA RAQUEL;161 ;43,4
4493;TESSA;161 ;14,5
4494;YUNE;161 ;17,6
4495;ZULEICA;161 ;25,4
4496;ANA SONIA;160 ;44,8
4497;GEMA ROCIO;160 ;32,0
4498;GERVASIA;160 ;75,1
4499;HEIDY;160 ;35,1
4500;IHSANE;160 ;25,0
4501;INMACULADA ROCIO;160 ;32,6
4502;JOSEFA JESUS;160 ;53,9
4503;JUANA ROCIO;160 ;45,6
4504;LEYRE MARIA;160 ;16,1
4505;LISETTE;160 ;30,7
4506;MARIA GINESA;160 ;53,0
4507;MERCHE;160 ;46,3
4508;OLGA ESTHER;160 ;53,6
4509;QING;160 ;32,4
4510;UMAIMA;160 ;12,9
4511;VALVANUZ;160 ;32,0
4512;XIAOXIAO;160 ;30,0
4513;AILA;159 ;10,7
4514;ANA DANIELA;159 ;25,5
4515;ANDRA;159 ;20,4
4516;CARLA ALEJANDRA;159 ;22,9
4517;CRIPTANA;159 ;67,5
4518;CRISTINA MERCEDES;159 ;38,4
4519;IUNE;159 ;12,7
4520;MARIA ALEXIA;159 ;29,8
4521;MARIA ASCENSIO;159 ;62,2
4522;MARIA CLAUDINA;159 ;63,2
4523;OUISSAL;159 ;15,2
4524;REYNA;159 ;43,9
4525;SUSANA PATRICIA;159 ;42,0
4526;XEILA;159 ;18,1
4527;ZAHIDA;159 ;41,0
4528;AILIN;158 ;15,5
4529;ANA ESTER;158 ;42,5
4530;BLANCA MARGARITA;158 ;53,9
4531;CARLA DANIELA;158 ;20,6
4532;CESARINA;158 ;57,9
4533;CLAUDIA GABRIELA;158 ;33,4
4534;COLETTE;158 ;58,0
4535;DIANA ALEJANDRA;158 ;26,4
4536;DOMINIKA;158 ;25,9
4537;ELIANA MARIA;158 ;32,4
4538;EMMA ROSA;158 ;53,2
4539;EVA ANGELINA;158 ;46,1
4540;FLORENTA;158 ;43,8
4541;FRANCINE;158 ;52,3
4542;FRANCISCA MERCEDES;158 ;58,5
4543;HUDA;158 ;20,2
4544;IDANIA;158 ;40,0
4545;IXEYA;158 ;7,3
4546;JEMIMA;158 ;31,3
4547;LUCIA CRISTINA;158 ;34,2
4548;MARGARET MARY;158 ;66,4
4549;MARIA ARGELIA;158 ;62,0
4550;MARIA CANTO;158 ;54,1
4551;MARIA CAYETANA;158 ;42,6
4552;MARIA EDURNE;158 ;44,7
4553;MARIA JOAO;158 ;42,0
4554;MIHAELA GABRIELA;158 ;34,6
4555;MIRIAM ELIZABETH;158 ;41,5
4556;NDEYE;158 ;29,8
4557;PACITA;158 ;70,2
4558;PATRICIA ROCIO;158 ;36,8
4559;SILA;158 ;38,6
4560;THERESA;158 ;42,8
4561;ADOSINDA;157 ;73,1
4562;ARAI;157 ;7,9
4563;CAMILA ALEJANDRA;157 ;15,1
4564;CARMEN ENCARNACION;157 ;58,3
4565;CLAUDIA ALEXANDRA;157 ;30,8
4566;FRANCISCA LUISA;157 ;58,8
4567;GRETEL;157 ;29,0
4568;JANE ELIZABETH;157 ;57,6
4569;JUANA ANGELES;157 ;59,6
4570;KARLA VANESSA;157 ;32,0
4571;LAURA VANESA;157 ;31,3
4572;LIQIN;157 ;41,4
4573;LIYAN;157 ;37,0
4574;LU;157 ;26,5
4575;MARIA ASTRID;157 ;45,3
4576;MARIA LEYRE;157 ;32,3
4577;MARIA LIBRADA;157 ;56,3
4578;MARIA MONTIEL;157 ;49,2
4579;MARIA PROVIDENCIA;157 ;60,7
4580;NOURIA;157 ;34,8
4581;UZMA;157 ;35,5
4582;VIOLA;157 ;28,6
4583;YARELI;157 ;10,4
4584;YULISA;157 ;16,8
4585;ADELA CARMEN;156 ;51,0
4586;BAKARNE;156 ;46,8
4587;BLANCA ALICIA;156 ;49,8
4588;ELENA RAMONA;156 ;34,4
4589;ESTEFANA;156 ;76,3
4590;IRAITZ;156 ;23,4
4591;LICINIA;156 ;73,3
4592;MARIA CAMELIA;156 ;48,5
4593;MARIA GLADIS;156 ;52,2
4594;MARINA VICTORIA;156 ;35,8
4595;MARTA ALICIA;156 ;49,6
4596;MARY CRUZ;156 ;45,3
4597;MIKELE;156 ;19,7
4598;NATALIA CAROLINA;156 ;30,6
4599;NIKOLINA;156 ;43,3
4600;NORA MARIA;156 ;31,9
4601;OLYMPIA;156 ;18,8
4602;RALITSA;156 ;29,3
4603;ROSA VIRGINIA;156 ;47,3
4604;SATURIA;156 ;75,6
4605;SONIA MARGARITA;156 ;48,1
4606;TATIANE;156 ;34,1
4607;TING;156 ;26,5
4608;VALERIE ANN;156 ;69,7
4609;YAISA;156 ;19,0
4610;ADRIANNA;155 ;13,6
4611;ANTONIETTA;155 ;53,0
4612;AUBA;155 ;13,5
4613;BASSMA;155 ;8,2
4614;BLANCA NUBIA;155 ;51,4
4615;CARMEN ANDREA;155 ;34,1
4616;CAROLINA PILAR;155 ;35,5
4617;DENIS;155 ;28,2
4618;ELMIRA;155 ;43,3
4619;ELZA;155 ;50,7
4620;ESTEFANIA MARIA;155 ;32,0
4621;FLORENTINA MARIA;155 ;48,5
4622;GOIATZ;155 ;21,0
4623;HASMIK;155 ;42,1
4624;JOANA AINA;155 ;39,4
4625;JOSEFA AMPARO;155 ;62,4
4626;KHATUNA;155 ;43,3
4627;LUCIENE;155 ;41,8
4628;MARIA RENE;155 ;31,0
4629;MARIANA CARMEN;155 ;45,6
4630;MARY JANE;155 ;40,7
4631;NATALIA PILAR;155 ;34,1
4632;PURIFICACIO;155 ;66,4
4633;ROSA MILAGROS;155 ;52,1
4634;YOLANDA PILAR;155 ;46,8
4635;ANA MONICA;154 ;41,5
4636;AURORA ISABEL;154 ;48,5
4637;CARLA LORENA;154 ;26,0
4638;GLORIA NANCY;154 ;48,6
4639;IHINTZA;154 ;17,6
4640;ISABEL ELENA;154 ;46,1
4641;MAGDALENA SOFIA;154 ;55,1
4642;MARIA LEOCADIA;154 ;59,8
4643;MARICARMEN;154 ;48,2
4644;PAULA ELENA;154 ;24,4
4645;VESELINA;154 ;39,0
4646;ZORIONE;154 ;42,0
4647;ADIELA;153 ;56,3
4648;AMPARO CARMEN;153 ;55,9
4649;ANA VALERIA;153 ;21,6
4650;ANDREEA IOANA;153 ;22,0
4651;ANGUSTIA;153 ;69,0
4652;CARLA ALEXANDRA;153 ;26,7
4653;CAROLINA ALEJANDRA;153 ;32,9
4654;ISABEL CONCEPCION;153 ;55,5
4655;MARIA PRUDENCIA;153 ;62,1
4656;MARLENI;153 ;42,1
4657;MIMUNT;153 ;58,3
4658;PAOLA ALEXANDRA;153 ;28,3
4659;SOUHAYLA;153 ;20,1
4660;VERONICA PILAR;153 ;36,9
4661;ADELAIDA MARIA;152 ;44,9
4662;ANDREA ALEXANDRA;152 ;21,0
4663;ANTONIA MERCEDES;152 ;59,8
4664;ELENA CLAUDIA;152 ;33,8
4665;EXALTACION;152 ;72,3
4666;FABIOLA MARIA;152 ;35,7
4667;GABRIELA CAROLINA;152 ;28,0
4668;IRMA MARIA;152 ;46,4
4669;JENNIFER ANN;152 ;63,1
4670;LEOPOLDA;152 ;73,3
4671;LIDIIA;152 ;52,1
4672;MARIA EMILIANA;152 ;57,6
4673;MARIAMI;152 ;17,9
4674;MARISSA;152 ;41,7
4675;MIREN ELIXABETE;152 ;54,5
4676;PUREZA;152 ;69,6
4677;RAMATOULAYE;152 ;28,0
4678;SAHARA;152 ;31,8
4679;XIAOHUA;152 ;43,8
4680;XUE;152 ;28,6
4681;YAHAIRA;152 ;25,4
4682;YELYZAVETA;152 ;21,6
4683;YOBANA;152 ;35,1
4684;ANA PAZ;151 ;43,5
4685;ANTONIA ROSARIO;151 ;57,1
4686;ARIEL;151 ;9,4
4687;CAMILLE;151 ;22,8
4688;CASIANA;151 ;65,0
4689;CHAMA;151 ;42,1
4690;CORAL MARIA;151 ;25,1
4691;CRISTINA DANIELA;151 ;32,5
4692;ESTEFANIA CARMEN;151 ;29,5
4693;FATOUMATA BINTA;151 ;22,8
4694;GICA;151 ;48,5
4695;GRACIA PATRICIA;151 ;41,8
4696;HAZEL;151 ;53,3
4697;IERA;151 ;22,6
4698;LAURA RAQUEL;151 ;34,7
4699;LUCIA MERCEDES;151 ;39,3
4700;LUZ AMERICA;151 ;52,0
4701;NILE;151 ;7,4
4702;NORHAN;151 ;7,0
4703;SILVIA LORENA;151 ;37,7
4704;TANTA;151 ;47,9
4705;ULPIANA;151 ;73,1
4706;YOVANNA;151 ;32,0
4707;ANDREEA GEORGIANA;150 ;23,2
4708;ANGELA LUCIA;150 ;35,2
4709;BADIAA;150 ;37,8
4710;BATOUL;150 ;47,7
4711;DEOGRACIAS;150 ;70,7
4712;ERIKA PATRICIA;150 ;33,2
4713;FARNERS;150 ;16,5
4714;HILARY;150 ;33,4
4715;ISABEL BEATRIZ;150 ;43,0
4716;JIAJIA;150 ;19,4
4717;LEIRE MARIA;150 ;15,7
4718;LISA MARIE;150 ;35,3
4719;LIYING;150 ;42,8
4720;MARIA BASILISA;150 ;64,1
4721;MIREN ARANTXA;150 ;52,4
4722;RAQUEL PILAR;150 ;38,9
4723;SINFORIANA;150 ;74,1
4724;SUSAN JANE;150 ;59,5
4725;VANESSA CARMEN;150 ;33,6
4726;XELA;150 ;13,6
4727;XINXIN;150 ;24,3
4728;YUMEI;150 ;44,8
4729;ATILANA;149 ;73,8
4730;CARMEN CONSUELO;149 ;54,4
4731;CLAUDINE;149 ;59,7
4732;CRISTINA ANA;149 ;43,0
4733;CRISTINA BELEN;149 ;35,6
4734;DARIFA;149 ;47,5
4735;DOLORES ENCARNACION;149 ;58,7
4736;ELENA ROXANA;149 ;28,7
4737;ELENA TERESA;149 ;44,1
4738;ELIONOR;149 ;46,4
4739;ELIZABETH CARMEN;149 ;36,6
4740;ERMINDA;149 ;69,0
4741;EVELYN MARIA;149 ;20,5
4742;GOIZEDER;149 ;23,1
4743;HEATHER;149 ;50,2
4744;ISABEL PATRICIA;149 ;41,5
4745;ISRA;149 ;5,7
4746;JUDIT MARIA;149 ;29,6
4747;KENDRA;149 ;10,3
4748;LEIDY TATIANA;149 ;25,5
4749;MANDEEP;149 ;30,3
4750;MARIA HERMELINDA;149 ;58,7
4751;MARIA SATURNINA;149 ;62,9
4752;MIREN ZURIÑE;149 ;47,4
4753;NATALIA CRISTINA;149 ;29,3
4754;ROSA ALICIA;149 ;51,3
4755;ROSA JOSEFA;149 ;63,1
4756;SAJIDA;149 ;38,2
4757;SOFIA ALEXANDRA;149 ;14,8
4758;SONA;149 ;30,6
4759;VARINIA;149 ;25,4
4760;ALESANDRA;148 ;25,7
4761;ANA ARACELI;148 ;45,0
4762;ANYA;148 ;14,3
4763;BLANCA PILAR;148 ;42,2
4764;ELENA LOREDANA;148 ;31,8
4765;GIANINA;148 ;35,4
4766;GLORIA TERESA;148 ;52,8
4767;JOSEFA ANA;148 ;59,0
4768;JURGITA;148 ;37,2
4769;KHLOE;148 ;1,9
4770;LUCIA MAR;148 ;25,6
4771;MARIA LEONIDES;148 ;67,1
4772;MARIA LUDIVINA;148 ;66,6
4773;MARIA ROMINA;148 ;34,8
4774;MARTA INMACULADA;148 ;35,0
4775;NIA;148 ;8,7
4776;ROMAISSAE;148 ;7,8
4777;SANDRA ELENA;148 ;36,1
4778;SANDRA LUCIA;148 ;37,6
4779;SOFYA;148 ;21,8
4780;SOLEDAD CARMEN;148 ;52,4
4781;SUFEN;148 ;44,4
4782;YANELA;148 ;17,9
4783;ALEXANDRA CRISTINA;147 ;23,6
4784;ANA RAMONA;147 ;53,3
4785;CARMEN JOSEFINA;147 ;57,7
4786;CRISTINA ANGELES;147 ;38,1
4787;DOMICIANA;147 ;74,2
4788;ELENA MERCEDES;147 ;44,1
4789;HOURIYA;147 ;38,3
4790;IBANA;147 ;38,6
4791;JESSICA CAROLINA;147 ;29,7
4792;JIA;147 ;25,7
4793;JOSEFA ASUNCION;147 ;62,1
4794;JULE;147 ;14,3
4795;JULIE ANNE;147 ;51,5
4796;KYRA;147 ;12,4
4797;MARIA DORIS;147 ;55,8
4798;MARIA FIDELA;147 ;61,8
4799;MARIA YANIRA;147 ;29,9
4800;NESRIN;147 ;17,4
4801;NORALBA;147 ;51,6
4802;NURIA MONTSERRAT;147 ;43,0
4803;ONEKA;147 ;15,1
4804;RITA CASSIA;147 ;47,1
4805;ROSA ADELA;147 ;53,6
4806;SANDRA VERONICA;147 ;40,2
4807;SILVIA CAROLINA;147 ;37,7
4808;AMBER;146 ;10,3
4809;AOUICHA;146 ;53,7
4810;BEATRIZ CRISTINA;146 ;40,7
4811;CELSA MARIA;146 ;54,3
4812;DOLORES FRANCISCA;146 ;59,5
4813;DOLORES ROSARIO;146 ;57,2
4814;ESPERANZA CARMEN;146 ;45,0
4815;ESPIRITU SANTO;146 ;66,3
4816;EVA VICTORIA;146 ;34,2
4817;FAVOUR;146 ;19,8
4818;FRANCISCA BELEN;146 ;40,7
4819;GLORIA CRISTINA;146 ;44,1
4820;GLORIA STELLA;146 ;50,6
4821;JESSICA ELIZABETH;146 ;30,5
4822;LEKBIRA;146 ;47,1
4823;LIZA;146 ;30,6
4824;MARIA ALBERTINA;146 ;58,0
4825;MAYSAE;146 ;6,8
4826;NORMA ISABEL;146 ;47,1
4827;ORETO;146 ;46,9
4828;RIHANNA;146 ;5,4
4829;ROSA ENCARNACION;146 ;58,0
4830;TABATA;146 ;18,5
4831;VALERIA CARMEN;146 ;12,3
4832;XUEMEI;146 ;41,1
4833;ACORAIDA;145 ;27,3
4834;AMPARO ISABEL;145 ;51,3
4835;BAHIA;145 ;34,9
4836;CARMEN GABRIELA;145 ;37,7
4837;CHRISTINE ANNE;145 ;64,5
4838;ELIGIA;145 ;64,0
4839;FRANCISCA ELENA;145 ;54,4
4840;IVETA;145 ;34,0
4841;JESSICA ANDREA;145 ;24,8
4842;LEI;145 ;30,8
4843;MARIA ABEL;145 ;61,4
4844;MARIA ANNA;145 ;56,8
4845;MELITONA;145 ;74,6
4846;MYA;145 ;4,2
4847;NA;145 ;30,3
4848;NAIHARA;145 ;12,8
4849;NARINE;145 ;40,4
4850;NASREEN;145 ;46,1
4851;SOMIA;145 ;26,6
4852;STANKA;145 ;50,3
4853;TERESA NIÑO JESUS;145 ;59,6
4854;THERESE;145 ;56,5
4855;YARISA;145 ;15,5
4856;AMALIA ISABEL;144 ;48,6
4857;ANA FATIMA;144 ;40,6
4858;ANDREEA MADALINA;144 ;21,9
4859;ARANE;144 ;4,7
4860;ARWEN;144 ;7,4
4861;BLANCA ROCIO;144 ;35,4
4862;CLAUDIA VERONICA;144 ;38,5
4863;EDILMA;144 ;54,5
4864;INSSAF;144 ;14,7
4865;KATHRIN;144 ;40,0
4866;LAURA MARGARITA;144 ;41,1
4867;LUISA MARGARITA;144 ;55,7
4868;MARGA;144 ;38,9
4869;MARIA ALCOR;144 ;40,0
4870;MARIA DOROTEA;144 ;62,6
4871;MARIA HERMITAS;144 ;69,0
4872;MARIA JENIFER;144 ;31,6
4873;MARIA SALOBRAR;144 ;50,3
4874;NACERA;144 ;40,9
4875;PATRICIA EUGENIA;144 ;45,0
4876;RAFIA;144 ;35,9
4877;ROSA MAGDALENA;144 ;51,4
4878;SANDRA ROCIO;144 ;37,3
4879;SARA INES;144 ;36,7
4880;TIBURCIA;144 ;78,4
4881;VELICHKA;144 ;46,3
4882;VITTORIA;144 ;25,7
4883;WENDY CAROLINA;144 ;30,7
4884;XIAOQIN;144 ;44,6
4885;ANDREA FERNANDA;143 ;24,8
4886;ASSIL;143 ;3,5
4887;DOLORES ROSA;143 ;59,6
4888;ELENA DIANA;143 ;27,6
4889;EMILIA PILAR;143 ;58,4
4890;GAROA;143 ;16,5
4891;GRISEL;143 ;36,9
4892;HAYATE;143 ;35,2
4893;JOSEFA JUANA;143 ;66,5
4894;JOSEFA LUCIA;143 ;61,0
4895;KHADIDIATOU;143 ;25,3
4896;MANUELA ANGELES;143 ;56,9
4897;MARIA RUBIELA;143 ;58,3
4898;MIAOMIAO;143 ;27,9
4899;MIREILLE;143 ;54,3
4900;PATROCINIA;143 ;67,7
4901;SALIMATA;143 ;24,5
4902;SIRINE;143 ;7,6
4903;SOUMIYA;143 ;29,3
4904;WEIFEN;143 ;39,8
4905;XIUQIN;143 ;46,0
4906;ADRIANA ELENA;142 ;33,5
4907;ANA MARIA ANGELES;142 ;61,9
4908;BANESA;142 ;35,8
4909;BEATRIZ TERESA;142 ;42,9
4910;CARMEN GUADALUPE;142 ;46,7
4911;CARMEN NOELIA;142 ;35,5
4912;DIDINA;142 ;52,4
4913;ELENA ANDREEA;142 ;25,7
4914;ELENA MARGARITA;142 ;49,2
4915;EVA ANGELES;142 ;44,4
4916;EVA ROCIO;142 ;33,3
4917;GISEL;142 ;14,0
4918;JOELLE;142 ;43,9
4919;LAKBIRA;142 ;48,8
4920;MARIA LIGIA;142 ;57,6
4921;MARIA PASION;142 ;62,1
4922;MARTHA LORENA;142 ;42,5
4923;MIREN MIRARI;142 ;52,7
4924;MIRIAM ISABEL;142 ;35,4
4925;MONICA SUSANA;142 ;49,4
4926;PATRICIA ANDREA;142 ;34,2
4927;PAULA TERESA;142 ;31,6
4928;RASA;142 ;41,2
4929;ROSARIO DOLORES;142 ;56,2
4930;SANDEEP;142 ;29,9
4931;VICENTA ISABEL;142 ;58,1
4932;VIRGINIE;142 ;39,6
4933;AIA;141 ;10,3
4934;ANA ABEL;141 ;45,8
4935;ANDRA MARIA;141 ;14,0
4936;ANDREA LUCIA;141 ;20,8
4937;ARGEME;141 ;55,0
4938;AZUL;141 ;11,2
4939;BENILDA;141 ;66,2
4940;CIELO;141 ;40,8
4941;DOLORES MERCEDES;141 ;60,3
4942;DOLORES TERESA;141 ;60,0
4943;ELISAVETA;141 ;39,8
4944;ELSA MARINA;141 ;44,1
4945;FAYZA;141 ;25,5
4946;GABRIELA CRISTINA;141 ;30,6
4947;GLADYS BEATRIZ;141 ;48,1
4948;LARA ISABEL;141 ;26,8
4949;MARIA HILARIA;141 ;61,1
4950;MILKA;141 ;46,2
4951;MIRIAM ROCIO;141 ;33,2
4952;SARAH ELIZABETH;141 ;39,0
4953;SILVIA ELIZABETH;141 ;41,8
4954;SILVIA NOEMI;141 ;49,1
4955;SUNITA;141 ;38,3
4956;YADHIRA;141 ;11,8
4957;ALBA PILAR;140 ;21,5
4958;ANA AMALIA;140 ;49,3
4959;BOZENA;140 ;51,0
4960;CARLINA;140 ;61,5
4961;CAROLINA BEATRIZ;140 ;35,3
4962;DAMARI;140 ;20,1
4963;DAYAMI;140 ;39,0
4964;ELEN;140 ;18,4
4965;ERENIA;140 ;56,3
4966;FRANCESCA MARIA;140 ;32,5
4967;GHALIA;140 ;37,0
4968;HILDEGARD;140 ;71,4
4969;JULIA CRISTINA;140 ;38,7
4970;JUN;140 ;38,2
4971;LAIENE;140 ;12,7
4972;LANA;140 ;19,2
4973;LAYA;140 ;10,9
4974;LORENA BEATRIZ;140 ;35,4
4975;MARIA BLANCA NIEVES;140 ;66,8
4976;MARIA DORES;140 ;54,2
4977;MARIA ENMA;140 ;53,0
4978;NOUHAYLA;140 ;15,2
4979;ODILIA;140 ;61,6
4980;PATRICIA LORENA;140 ;35,4
4981;PATRICIA MONICA;140 ;52,1
4982;PAULA ROCIO;140 ;20,5
4983;PENDA;140 ;26,0
4984;ROSA LUCIA;140 ;47,5
4985;SUELI;140 ;46,7
4986;SUSANA ELENA;140 ;49,5
4987;VICKY;140 ;30,0
4988;ANA MARY;139 ;46,6
4989;ANGELA TERESA;139 ;50,8
4990;ARGIA;139 ;23,4
4991;BATIRTZE;139 ;32,5
4992;BETLEM;139 ;31,5
4993;CARMEN JUANA;139 ;58,4
4994;CARMEN VANESSA;139 ;36,2
4995;CELIA ISABEL;139 ;38,6
4996;DIANA SOFIA;139 ;20,0
4997;EDELIA;139 ;66,4
4998;EKRAM;139 ;19,8
4999;ETHEL;139 ;39,3
5000;GLORIA MARINA;139 ;49,2
5001;ISABEL LUISA;139 ;53,5
5002;KESIA;139 ;26,2
5003;KRISTEL;139 ;26,8
5004;MARIA ADELIA;139 ;60,3
5005;MARIA CORONA;139 ;66,5
5006;MARIA MARTHA;139 ;50,3
5007;MARIA TURA;139 ;62,9
5008;NATALIA ALEJANDRA;139 ;29,5
5009;ROCIO VALLE;139 ;34,2
5010;ROSA VICENTA;139 ;58,2
5011;SAINZA;139 ;16,7
5012;VIOLANTE;139 ;65,2
5013;ADOLFA;138 ;71,7
5014;AIHUA;138 ;49,7
5015;ALONDRA;138 ;15,5
5016;ANA TRINIDAD;138 ;49,4
5017;ARANZAZU MARIA;138 ;39,1
5018;CAÑOS SANTOS;138 ;60,7
5019;CHEYENNE;138 ;19,8
5020;CLAUDIA DANIELA;138 ;32,1
5021;CLAUDIA XIMENA;138 ;37,5
5022;DANIELA FERNANDA;138 ;23,6
5023;EMELY;138 ;17,8
5024;EVA RAQUEL;138 ;39,9
5025;EVA TERESA;138 ;41,2
5026;EVANGELINE;138 ;37,9
5027;HAYAR;138 ;15,1
5028;LALA;138 ;31,8
5029;LAURA BELEN;138 ;30,9
5030;LOVETH;138 ;35,5
5031;MARIA ALCAZAR;138 ;55,8
5032;MARIA CLARISA;138 ;59,9
5033;MARIA MARTIRIO;138 ;58,6
5034;MARIETTA;138 ;32,8
5035;OLGA CARMEN;138 ;53,0
5036;ROSA CLARA;138 ;51,6
5037;RUDESINDA;138 ;73,5
5038;SFIA;138 ;49,7
5039;TANIA ISABEL;138 ;30,5
5040;TISCAR;138 ;44,7
5041;ZULEIKA;138 ;28,3
5042;ADRIANA MARCELA;137 ;36,2
5043;AIFEN;137 ;47,7
5044;ALEXANDRA PATRICIA;137 ;32,9
5045;ANA VICENTA;137 ;52,8
5046;ANKE;137 ;51,4
5047;ARIJ;137 ;3,9
5048;CARMEN SILVIA;137 ;45,9
5049;CHAFIA;137 ;40,3
5050;CONSUELO CARMEN;137 ;61,4
5051;CRISTINA DOLORES;137 ;39,4
5052;FOIX;137 ;11,3
5053;GABRIELA CARMEN;137 ;34,3
5054;HUA;137 ;42,2
5055;JENARA;137 ;75,2
5056;JOSEFA MARGARITA;137 ;62,5
5057;KIRSTEN;137 ;52,2
5058;LIUBA;137 ;41,0
5059;LUCIA ESTHER;137 ;44,7
5060;LUCIA ROSARIO;137 ;39,6
5061;LUDOVICA;137 ;33,5
5062;MARIA ANDREEA;137 ;21,1
5063;MARILENE;137 ;47,5
5064;MIREN LOURDES;137 ;55,6
5065;MONICA LUCIA;137 ;38,6
5066;NOA MARIA;137 ;11,2
5067;NOELIA ISABEL;137 ;31,8
5068;ROCIO INMACULADA;137 ;35,1
5069;RUI;137 ;24,6
5070;SILVIA INES;137 ;48,8
5071;SOKHNA;137 ;31,6
5072;YISEL;137 ;25,4
5073;AIMEE;136 ;21,9
5074;ALINA CRISTINA;136 ;31,0
5075;ANA ROSALIA;136 ;50,7
5076;ANTONIA JOSE;136 ;46,9
5077;AURINA;136 ;75,3
5078;CRISTINA LUCIA;136 ;34,8
5079;DIONICIA;136 ;49,1
5080;ENAR;136 ;27,5
5081;EWELINA;136 ;32,9
5082;FATIMATA;136 ;24,4
5083;FRANCIA;136 ;49,2
5084;GABRIELA ESTEFANIA;136 ;23,1
5085;GLORY;136 ;31,7
5086;IZARNE;136 ;23,2
5087;LAUDINA;136 ;74,4
5088;LAURA MARINA;136 ;37,1
5089;LAUREN;136 ;23,7
5090;LUPE;136 ;33,5
5091;MIHAELA ELENA;136 ;34,8
5092;MIRIAM PILAR;136 ;32,9
5093;NATALIA LORENA;136 ;34,8
5094;PATRICIA TERESA;136 ;38,6
5095;PILAR ROSARIO;136 ;54,8
5096;PILAR TERESA;136 ;56,2
5097;RAMONA CARMEN;136 ;59,7
5098;SARA RAQUEL;136 ;33,7
5099;VEGA MARIA;136 ;26,4
5100;XIAOPING;136 ;45,9
5101;YUAN;136 ;28,1
5102;ZINAB;136 ;32,6
5103;ANDREEA GABRIELA;135 ;20,6
5104;CARMEN VIRGINIA;135 ;44,1
5105;CRISTINA PATRICIA;135 ;37,2
5106;DAYSI;135 ;43,8
5107;DELIOMA;135 ;25,8
5108;DOUNYA;135 ;22,1
5109;EL ALIA;135 ;45,8
5110;ELENA SOFIA;135 ;26,1
5111;FADUA;135 ;24,7
5112;FAHIMA;135 ;35,7
5113;HAJA;135 ;32,8
5114;HARPREET;135 ;27,7
5115;HERMELINA;135 ;71,1
5116;IBTISSAME;135 ;23,9
5117;JADIYA;135 ;20,8
5118;JIAYING;135 ;13,5
5119;JULIANA ANDREA;135 ;25,6
5120;MAE;135 ;9,9
5121;MANDY;135 ;38,3
5122;MARIA MIRIAM;135 ;43,0
5123;MARIE CLAIRE;135 ;54,9
5124;MILICA;135 ;43,0
5125;MIRACLE;135 ;51,1
5126;NATASCHA;135 ;35,4
5127;NAZARET MARIA;135 ;24,4
5128;OLGA PILAR;135 ;47,8
5129;REYES MARIA;135 ;41,0
5130;ROSIBEL;135 ;38,7
5131;SANDRA PILAR;135 ;36,2
5132;SHABANA;135 ;38,0
5133;YAIZA CARMEN;135 ;30,1
5134;AMALIA CARMEN;134 ;50,7
5135;ANANDA;134 ;19,3
5136;BEATE;134 ;55,4
5137;CARMEN BEGOÑA;134 ;50,3
5138;CARMEN CELIA;134 ;51,3
5139;CARMEN LILIANA;134 ;42,6
5140;ELENA SIMONA;134 ;35,8
5141;ENEA;134 ;11,5
5142;ESTHER CARMEN;134 ;43,1
5143;FATIMA ZHORA;134 ;27,7
5144;FATIN;134 ;14,9
5145;GOHAR;134 ;42,1
5146;IDAIRA MARIA;134 ;25,3
5147;IRENE BEATRIZ;134 ;33,3
5148;KASANDRA;134 ;16,9
5149;LAURA VIRGINIA;134 ;35,9
5150;LILYANA;134 ;43,1
5151;MARGARET ELIZABETH;134 ;67,2
5152;MARIA ALEJANDRINA;134 ;57,3
5153;MARIA DEBORA;134 ;41,2
5154;MASSIEL;134 ;28,1
5155;MUNA;134 ;27,1
5156;NARYIS;134 ;13,5
5157;RONG;134 ;31,7
5158;SHAHNAZ;134 ;49,0
5159;TODORKA;134 ;50,9
5160;VASILKA;134 ;46,6
5161;YIXIN;134 ;12,6
5162;ADALGISA;133 ;45,5
5163;ADELA ISABEL;133 ;51,7
5164;AIZEA;133 ;17,7
5165;CAMILA BELEN;133 ;18,2
5166;DANIELA VALENTINA;133 ;15,2
5167;DEIENE;133 ;21,4
5168;ELENA CATALINA;133 ;31,9
