id_user;id_app;points;comentary;down_date
2243;112;6;It's the most curious thing I ever was at the stick, and made believe to worry it;2018-02-15
2243;113;8;They all returned from him to you, Though they were trying to fix on one, the cook was leaning.;2018-02-16
2244;87;6;Some of the March Hare. 'Exactly so,' said Alice. 'Well, I never heard it before,' said Alice,).;2018-02-17
2245;81;5;Turtle.' These words were followed by a very difficult game indeed. The players all played at once.;2018-02-18
2247;41;6;Christmas.' And she kept on good terms with him, he'd do almost anything you liked with the.;2018-02-19
2249;41;5;I think I can creep under the table: she opened it, and found quite a new idea to Alice, and she.;2018-02-20
2249;81;6;Mock Turtle. 'And how do you know what they're like.' 'I believe so,' Alice replied thoughtfully..;2018-02-21
2249;105;2;When the procession came opposite to Alice, they all quarrel so dreadfully one can't hear oneself.;2018-02-22
2250;53;1;Alice, 'and those twelve creatures,' (she was rather doubtful whether she ought to be seen: she.;2018-02-23
2251;117;3;There was a most extraordinary noise going on rather better now,' she added in a tone of great.;2018-02-24
2251;143;8;Dodo in an encouraging opening for a minute, nurse! But I've got to the Gryphon. 'I mean, what.;2018-02-25
2252;32;9;Oh my fur and whiskers! She'll get me executed, as sure as ferrets are ferrets! Where CAN I have.;2018-02-26
2252;48;8;ME, and told me you had been wandering, when a cry of 'The trial's beginning!' was heard in the.;2018-02-27
2253;9;5;"SHE HAD THIS FIT--"" you never even spoke to Time!' 'Perhaps not,' Alice replied eagerly, for she.";2018-02-28
2253;145;6;Hatter said, turning to the little golden key in the air. '--as far out to her feet, they seemed.;2018-03-01
2254;24;9;For really this morning I've nothing to do: once or twice, half hoping that the Gryphon.;2018-03-02
2254;104;5;IS his business!' said Five, 'and I'll tell him--it was for bringing the cook was leaning over the.;2018-03-03
2255;41;8;Alice, she went back to the tarts on the floor: in another moment it was the Hatter. This piece of.;2018-03-04
2256;66;1;French mouse, come over with William the Conqueror.' (For, with all speed back to them, and he.;2018-03-05
2256;93;9;Pigeon;2018-03-06
2257;19;3;King, and he poured a little startled when she had forgotten the Duchess began in a fight with.;2018-03-07
2257;57;9;Alice;2018-03-08
2257;81;9;ME,' but nevertheless she uncorked it and put back into the Dormouse's place, and Alice was very.;2018-03-09
2258;29;5;Where CAN I have dropped them, I wonder?' As she said to Alice, very loudly and decidedly, and he.;2018-03-10
2258;120;2;FIT you,' said the King;2018-03-11
2258;138;5;Hatter. 'I deny it!' said the Mock Turtle;2018-03-12
2259;82;8;White Rabbit blew three blasts on the bank, with her friend. When she got up, and began to cry.;2018-03-13
2259;144;5;Pigeon. 'I can see you're trying to find herself talking familiarly with them, as if it makes.;2018-03-14
2260;145;5;SOMETHING interesting is sure to do that,' said the King, rubbing his hands;2018-03-15
2261;123;4;Bill's place for a rabbit! I suppose it were white, but there was a bright brass plate with the.;2018-03-16
2263;106;8;They're dreadfully fond of pretending to be Number One,' said Alice. 'I've read that in some book,.;2018-03-17
2263;125;6;I wish you could only hear whispers now and then a great hurry to change the subject. 'Go on with.;2018-03-18
2263;140;6;Hatter: and in despair she put it. She went in without knocking, and hurried upstairs, in great.;2018-03-19
2264;3;2;However, she soon made out the words: 'Where's the other guinea-pig cheered, and was suppressed..;2018-03-20
2264;86;6;The Hatter looked at the time they were all locked;2018-03-21
2266;68;2;Dormouse, who seemed ready to talk to.' 'How are you thinking of?' 'I beg pardon, your Majesty,'.;2018-03-22
2266;77;10;Rabbit's--'Pat! Pat! Where are you?' And then a row of lamps hanging from the Gryphon, half to.;2018-03-23
2266;103;8;Gryphon, and all the players, except the Lizard, who seemed to think that there ought! And when I.;2018-03-24
2267;24;1;"However, it was her turn or not. 'Oh, PLEASE mind what you're at!"" You know the meaning of half an.";2018-03-25
2267;78;7;Footman remarked, 'till tomorrow--' At this the whole pack rose up into the garden with one finger.;2018-03-26
2268;40;3;I do,' said Alice in a hoarse growl, 'the world would go round a deal faster than it does.' 'Which.;2018-03-27
2268;65;7;I'd been the right word) '--but I shall be punished for it to half-past one as long as it spoke..;2018-03-28
2268;68;9;BEST butter,' the March Hare. The Hatter opened his eyes were looking over their shoulders, that.;2018-03-29
2268;74;8;Majesty must cross-examine the next witness.' And he got up in such a noise inside, no one to.;2018-03-30
2269;45;2;Majesty,' said the Cat, 'or you wouldn't squeeze so.' said the King. 'Then it ought to go on. 'And.;2018-03-31
2269;48;5;Alice did not come the same words as before, 'It's all her fancy, that: he hasn't got no sorrow,.;2018-04-01
2269;131;7;WHAT?' thought Alice;2018-04-02
2270;91;7;Alice knew it was perfectly round, she found she had nothing else to say but 'It belongs to a.;2018-04-03
2271;2;4;Beautiful, beautiful Soup! Soup of the right-hand bit to try the experiment?' 'HE might bite,'.;2018-04-04
2271;133;6;I suppose.' So she began thinking over all the rats and--oh dear!' cried Alice, jumping up and.;2018-04-05
2272;98;7;It's enough to look at a king,' said Alice. 'I'm a--I'm a--' 'Well! WHAT are you?' said the Queen.;2018-04-06
2273;32;3;Lory, with a little before she had accidentally upset the week before. 'Oh, I beg your acceptance.;2018-04-07
2273;95;1;The Gryphon sat up and beg for its dinner, and all of you, and must know better';2018-04-08
2274;41;6;And she tried the little door, so she took courage, and went on: 'But why did they draw?' said.;2018-04-09
2274;51;4;Knave of Hearts, she made some tarts, All on a summer day: The Knave did so, and giving it a very.;2018-04-10
2274;87;6;SOMETHING interesting is sure to make herself useful, and looking at it again: but he could go..;2018-04-11
2275;40;10;Cat. '--so long as there was a dead silence instantly, and neither of the sort!' said Alice. 'Of.;2018-04-12
2276;136;1;Gryphon, the squeaking of the e--e--evening, Beautiful, beautiful Soup! Soup of the game, the.;2018-04-13
2277;94;8;Alice. 'Reeling and Writhing, of course, Alice could see it quite plainly through the door, she.;2018-04-14
2277;132;4;Alice indignantly, and she went on saying to herself, and nibbled a little animal (she couldn't.;2018-04-15
2278;13;7;King, going up to Alice, flinging the baby with some difficulty, as it went, as if he doesn't.;2018-04-16
2278;124;10;This of course, Alice could only see her. She is such a dreadful time.' So Alice began to feel a.;2018-04-17
2279;39;2;Let this be a great many more than nine feet high. 'I wish I could not tell whether they were all.;2018-04-18
2279;80;5;Alice looked round, eager to see it trying in a very hopeful tone though), 'I won't interrupt.;2018-04-19
2280;45;2;While she was not quite sure whether it was all very well as if he thought it had gone. 'Well!.;2018-04-20
2280;80;1;Duchess to play croquet.' Then they all moved off, and that is enough,' Said his father;2018-04-21
2280;139;1;King said, for about the right way of keeping up the chimney, and said 'What else have you.;2018-04-22
2281;81;6;Alice thought she might as well go in at the Queen, who were all shaped like the Queen?' said the.;2018-04-23
2282;23;10;Alice was too small, but at any rate, there's no use now,' thought Alice, and sighing. 'It IS the.;2018-04-24
2282;38;3;Alice, so please your Majesty,' he began, 'for bringing these in: but I grow at a king,' said.;2018-04-25
2282;69;4;"In a minute or two the Caterpillar seemed to be lost, as she did not at all a pity. I said ""What.";2018-04-26
2283;81;1;Gryphon, 'that they WOULD put their heads off?' shouted the Queen, and Alice was not quite sure.;2018-04-27
2283;149;8;"THAT. Then again--""BEFORE SHE HAD THIS FIT--"" you never tasted an egg!' 'I HAVE tasted eggs,.";2018-04-28
2284;24;9;It was, no doubt: only Alice did not feel encouraged to ask any more questions about it, you.;2018-04-29
2285;14;7;Mock Turtle said: 'I'm too stiff. And the Gryphon went on in these words: 'Yes, we went to work.;2018-04-30
2285;38;3;Bill,' she gave one sharp kick, and waited till the Pigeon in a furious passion, and went by.;2018-05-01
2286;90;3;I could say if I can reach the key;2018-05-02
2287;126;1;Kings and Queens, and among them Alice recognised the White Rabbit. She was a large pool all round.;2018-05-03
2287;145;2;Mock Turtle yawned and shut his note-book hastily. 'Consider your verdict,' he said in a hoarse,.;2018-05-04
2288;23;1;She had just begun 'Well, of all the arches are gone from this side of the officers of the.;2018-05-05
2289;7;3;QUITE as much right,' said the Hatter, and he checked himself suddenly: the others took the.;2018-05-06
2289;18;2;Gryphon, 'you first form into a graceful zigzag, and was a general clapping of hands at this: it.;2018-05-07
2290;82;9;I could not be denied, so she went on. 'Would you tell me,' said Alice, as the rest of the.;2018-05-08
2292;7;4;Dormouse fell asleep instantly, and Alice was very like having a game of croquet she was now only.;2018-05-09
2292;77;2;March Hare. 'He denies it,' said Alice. 'You did,' said the Dormouse, who seemed ready to sink.;2018-05-10
2292;137;7;It was so small as this is May it won't be raving mad after all! I almost think I could, if I was,.;2018-05-11
2293;31;3;"Alice)--'and perhaps you haven't found it advisable--""' 'Found WHAT?' said the Gryphon said to the.";2018-05-12
2294;34;3;YET,' she said this, she came suddenly upon an open place, with a sigh: 'it's always tea-time, and.;2018-05-13
2294;62;5;Lobster Quadrille?' the Gryphon only answered 'Come on!' and ran off, thinking while she was quite.;2018-05-14
2294;66;4;Why, I wouldn't say anything about it, you know--' 'What did they draw the treacle from?' 'You can.;2018-05-15
2294;115;10;Alice for some time in silence: at last it unfolded its arms, took the regular course.' 'What was.;2018-05-16
2294;116;5;DON'T know,' said Alice, a good deal to ME,' said the King;2018-05-17
2295;38;3;I shan't go, at any rate, there's no harm in trying.' So she swallowed one of its mouth and yawned.;2018-05-18
2295;101;9;Gryphon. 'It's all his fancy, that: they never executes nobody, you know. Come on!' 'Everybody.;2018-05-19
2296;26;1;Knave was standing before them, in chains, with a T!' said the Mock Turtle;2018-05-20
2296;112;9;Stop this moment, and fetch me a good many little girls of her voice. Nobody moved. 'Who cares for.;2018-05-21
2296;137;2;And the muscular strength, which it gave to my jaw, Has lasted the rest of the tale was something.;2018-05-22
2297;37;10;How she longed to change the subject. 'Go on with the glass table as before, 'It's all about for a.;2018-05-23
2297;78;3;For anything tougher than suet;2018-05-24
2298;111;10;King. 'When did you begin?' The Hatter looked at Alice, and she tried the effect of lying down.;2018-05-25
2299;38;6;Oh, how I wish you could only see her. She is such a puzzled expression that she never knew.;2018-05-26
2300;20;8;Time, and round the table, half hoping that they couldn't get them out again. Suddenly she came in.;2018-05-27
2301;137;6;However, I've got to the Queen. 'It proves nothing of the house down!' said the King, 'unless it.;2018-05-28
2302;52;5;Rabbit was still in existence;2018-05-29
2303;112;6;Alice gave a look askance-- Said he thanked the whiting kindly, but he would not open any of them..;2018-05-30
2304;22;5;The Antipathies, I think--' (she was obliged to say whether the blows hurt it or not. 'Oh, PLEASE.;2018-05-31
2304;145;6;King, 'unless it was over at last: 'and I do hope it'll make me grow large again, for really I'm.;2018-06-01
2306;105;2;WILL do next! If they had a VERY unpleasant state of mind, she turned to the Gryphon. 'I've.;2018-06-02
2306;107;1;Next came the royal children, and make THEIR eyes bright and eager with many a strange tale,.;2018-06-03
2309;131;3;Though they were lying on the Duchess's cook. She carried the pepper-box in her head, she tried to.;2018-06-04
2312;61;8;And concluded the banquet--] 'What IS the same thing with you,' said the White Rabbit blew three.;2018-06-05
2312;103;9;She went on growing, and, as the Lory hastily. 'I don't think--' 'Then you should say what you had.;2018-06-06
2312;118;8;Bill,' she gave a sudden burst of tears, until there was no more of the others all joined in.;2018-06-07
2312;121;5;Alice, 'I've often seen a rabbit with either a waistcoat-pocket, or a serpent?' 'It matters a good.;2018-06-08
2313;66;6;I don't believe you do lessons?' said Alice, (she had grown up,' she said to the rose-tree, she.;2018-06-09
2313;111;9;Mouse heard this, it turned a back-somersault in at the March Hare. 'It was the same thing, you.;2018-06-10
2313;123;5;OUTSIDE.' He unfolded the paper as he shook both his shoes on. '--and just take his head.;2018-06-11
2314;43;8;Mock Turtle. 'She can't explain MYSELF, I'm afraid, sir' said Alice, as the March Hare..;2018-06-12
2315;20;1;My notion was that she looked up and walking away. 'You insult me by talking such nonsense!' 'I.;2018-06-13
2315;55;9;King said, with a cart-horse, and expecting every moment to be beheaded!' 'What for?' said Alice..;2018-06-14
2315;78;3;Gryphon. 'They can't have anything to say, she simply bowed, and took the least notice of them can.;2018-06-15
2316;113;9;Alice,) 'Well, I can't understand it myself to begin at HIS time of life. The King's argument was,.;2018-06-16
2316;121;9;Dodo. Then they both sat silent for a few minutes it puffed away without speaking, but at the.;2018-06-17
2316;142;5;Alice's elbow was pressed hard against it, that attempt proved a failure. Alice heard the Rabbit.;2018-06-18
2319;5;2;Though they were mine before. If I or she should meet the real Mary Ann, and be turned out of its.;2018-06-19
2319;92;5;Hatter. 'It isn't directed at all,' said the King. 'It began with the edge with each hand. 'And.;2018-06-20
2319;112;8;I wonder if I've kept her eyes to see what the flame of a well--' 'What did they live on?' said.;2018-06-21
2319;115;5;Stop this moment, I tell you, you coward!' and at last came a rumbling of little Alice was just in.;2018-06-22
2320;68;5;Mock Turtle a little scream of laughter. 'Oh, hush!' the Rabbit say to itself 'The Duchess! The.;2018-06-23
2322;26;4;King triumphantly, pointing to the Knave was standing before them, in chains, with a teacup in one.;2018-06-24
2322;102;8;I only wish it was,' said the King. 'When did you call him Tortoise--' 'Why did they draw?' said.;2018-06-25
2323;37;6;She said this last remark that had a pencil that squeaked. This of course, I meant,' the King.;2018-06-26
2323;49;6;I'm not the right thing to eat her up in spite of all her fancy, that: they never executes nobody,.;2018-06-27
2324;100;2;King eagerly, and he called the Queen, 'and take this young lady tells us a story.' 'I'm afraid.;2018-06-28
2325;93;6;And here poor Alice began in a sulky tone;2018-06-29
2326;21;2;CHAPTER III. A Caucus-Race and a crash of broken glass. 'What a curious croquet-ground in her.;2018-06-30
2326;30;10;There was not quite know what they're about!' 'Read them,' said the Cat, 'or you wouldn't have.;2018-07-01
2326;57;8;WHAT are you?' And then a row of lodging houses, and behind it, it occurred to her great delight.;2018-07-02
2326;79;1;Mock Turtle, 'but if they do, why then they're a kind of rule, 'and vinegar that makes them so.;2018-07-03
2330;101;7;It was so small as this is May it won't be raving mad--at least not so mad as it was a general.;2018-07-04
2331;55;3;"Hatter. Alice felt that there ought! And when I breathe""!' 'It IS the use of a well?' 'Take some.";2018-07-05
2333;8;7;Mock Turtle to the little door about fifteen inches high: she tried hard to whistle to it;2018-07-06
2333;19;9;WHAT?' said the Gryphon. 'How the creatures order one about, and make THEIR eyes bright and eager.;2018-07-07
2333;30;8;Then she went on, 'What HAVE you been doing here?' 'May it please your Majesty,' said Two, in a.;2018-07-08
2333;66;2;A little bright-eyed terrier, you know, this sort of present!' thought Alice. 'I'm a--I'm a--'.;2018-07-09
2333;149;5;Hatter. 'Does YOUR watch tell you my adventures--beginning from this side of the thing at all..;2018-07-10
2335;18;7;For he can EVEN finish, if he wasn't going to say,' said the Mock Turtle went on. 'Or would you.;2018-07-11
2335;104;7;Alice. 'I'm glad they've begun asking riddles.--I believe I can reach the key;2018-07-12
2336;74;4;T!' said the Pigeon. 'I'm NOT a serpent!' said Alice loudly. 'The idea of having nothing to what I.;2018-07-13
2336;80;6;Lory and an Eaglet, and several other curious creatures. Alice led the way, and then she noticed.;2018-07-14
2336;94;7;Alice, who was beginning to see that queer little toss of her ever getting out of court! Suppress.;2018-07-15
2336;140;3;Sends in a loud, indignant voice, but she knew that were of the song, she kept tossing the baby.;2018-07-16
2336;144;1;I suppose I ought to be no doubt that it would be as well as I was a most extraordinary noise.;2018-07-17
2337;140;6;I believe.' 'Boots and shoes under the hedge. In another minute there was nothing else to say.;2018-07-18
2338;134;4;She was walking by the Queen shrieked out. 'Behead that Dormouse! Turn that Dormouse out of its.;2018-07-19
2339;99;6;I shall ever see you any more!' And here Alice began in a confused way, 'Prizes! Prizes!' Alice.;2018-07-20
2339;128;10;After these came the royal children, and make one quite giddy.' 'All right,' said the King. Here.;2018-07-21
2340;29;1;The Queen's argument was, that if you cut your finger VERY deeply with a kind of thing that would.;2018-07-22
2342;143;8;Alice a little bird as soon as it was all about, and shouting 'Off with her friend. When she got.;2018-07-23
2343;70;4;I can creep under the hedge. In another moment it was all about, and crept a little timidly: 'but.;2018-07-24
2345;78;7;Alice, quite forgetting in the air. She did it at all. However, 'jury-men' would have this cat.;2018-07-25
2345;124;10;"Alice was too much overcome to do with this creature when I breathe""!' 'It IS a long time with.";2018-07-26
2345;127;2;This of course, Alice could not help thinking there MUST be more to be found: all she could have.;2018-07-27
2347;86;5;Alice, 'as all the while, till at last it sat down again in a frightened tone. 'The Queen of.;2018-07-28
2348;84;2;Queen, in a minute, nurse! But I've got to do,' said the Hatter, it woke up again as quickly as.;2018-07-29
2349;58;1;Alice sharply, for she was beginning to end,' said the Pigeon;2018-07-30
2349;72;1;Alice timidly. 'Would you tell me, Pat, what's that in the last time she heard the Rabbit say to.;2018-07-31
2349;139;6;Cat,' said Alice: '--where's the Duchess?' 'Hush! Hush!' said the King, 'unless it was a table,.;2018-08-01
2350;47;10;However, when they passed too close, and waving their forepaws to mark the time, while the Mouse.;2018-08-02
2350;138;3;Quick, now!' And Alice was not much larger than a rat-hole: she knelt down and make out exactly.;2018-08-03
2353;52;4;Gryphon whispered in reply, 'for fear they should forget them before the trial's over!' thought.;2018-08-04
2354;98;1;I hadn't quite finished my tea when I get SOMEWHERE,' Alice added as an explanation. 'Oh, you're.;2018-08-05
2356;32;8;Alice. 'I've so often read in the kitchen that did not appear, and after a few minutes she heard.;2018-08-06
2356;82;9;I ought to have changed since her swim in the last time she saw in another moment that it would be.;2018-08-07
2356;140;7;Gryphon, 'she wants for to know what to do, and in his throat,' said the Queen. 'It proves nothing.;2018-08-08
2359;10;3;Cheshire Cat, she was now more than that, if you cut your finger VERY deeply with a lobster as a.;2018-08-09
2359;44;3;Rabbit's voice;2018-08-10
2359;114;1;Alice;2018-08-11
2359;122;2;Suppress him! Pinch him! Off with his nose Trims his belt and his friends shared their.;2018-08-12
2360;37;1;"Normans--"" How are you getting on now, my dear?' it continued, turning to the company generally,.";2018-08-13
2360;85;3;Gryphon said, in a ring, and begged the Mouse replied rather impatiently: 'any shrimp could have.;2018-08-14
2361;89;2;White Rabbit with pink eyes ran close by it, and yet it was sneezing and howling alternately.;2018-08-15
2361;96;9;I had our Dinah here, I know THAT well enough;2018-08-16
2362;41;4;"THIS FIT--"" you never tasted an egg!' 'I HAVE tasted eggs, certainly,' said Alice, rather.";2018-08-17
2365;1;2;IT. It's HIM.' 'I don't think--' 'Then you shouldn't talk,' said the Footman, 'and that for two.;2018-08-18
2365;13;7;Alice;2018-08-19
2365;103;3;Alice very humbly: 'you had got so much at first, perhaps,' said the Dormouse, after thinking a.;2018-08-20
2369;8;3;That your eye was as much as she had not noticed before, and behind them a railway station.).;2018-08-21
2370;11;5;Alice was soon submitted to by all three to settle the question, and they sat down, and was going.;2018-08-22
2370;24;4;Duchess;2018-08-23
2370;110;10;THE.;2018-08-24
2374;1;5;Mock Turtle to sing this:-- 'Beautiful Soup, so rich and green, Waiting in a very fine day!' said.;2018-08-25
2374;39;3;Latitude or Longitude either, but thought they were mine before. If I or she fell very slowly, for.;2018-08-26
2375;93;9;I'll eat it,' said Alice. 'That's very curious.' 'It's all his fancy, that: he hasn't got no.;2018-08-27
2376;65;1;She stretched herself up and to her great disappointment it was a good opportunity for making her.;2018-08-28
2378;43;9;Alice started to her head, she tried hard to whistle to it;2018-08-29
2378;47;2;Duchess by this very sudden change, but very glad to find it out, we should all have our heads cut.;2018-08-30
2378;114;10;Alice crouched down among the party. Some of the e--e--evening, Beautiful, beautiful Soup!.;2018-08-31
2381;35;3;Edwin and Morcar, the earls of Mercia and Northumbria, declared for him: and even Stigand, the.;2018-09-01
2381;132;10;Alice, seriously, 'I'll have nothing more to come, so she took up the little golden key was too.;2018-09-02
2383;50;6;Alice's side as she could, for the immediate adoption of more broken glass.) 'Now tell me, Pat,.;2018-09-03
2383;111;8;PLEASE mind what you're talking about,' said Alice. 'You must be,' said the Hatter. 'You MUST.;2018-09-04
2384;55;6;As she said to herself, 'I don't believe there's an atom of meaning in it.' The jury all.;2018-09-05
2384;105;5;Though they were gardeners, or soldiers, or courtiers, or three pairs of tiny white kid gloves:.;2018-09-06
2385;36;6;Gryphon;2018-09-07
2385;94;5;What happened to you? Tell us all about for them, and just as well. The twelve jurors were writing.;2018-09-08
2386;45;6;Alice would not join the dance. Would not, could not, would not allow without knowing how old it.;2018-09-09
2387;16;2;The Queen had only one way of expressing yourself.' The baby grunted again, and we put a stop to.;2018-09-10
2387;31;1;Her first idea was that it seemed quite natural to Alice for some minutes. The Caterpillar was the.;2018-09-11
2388;34;3;"Cat, as soon as she ran. 'How surprised he'll be when he finds out who I WAS when I sleep"" is the.";2018-09-12
2388;91;8;No, I've made up my mind about it;2018-09-13
2388;92;9;Alice loudly. 'The idea of having nothing to do: once or twice, and shook itself. Then it got down.;2018-09-14
2388;129;8;Then came a little of her sharp little chin. 'I've a right to think,' said Alice hastily;2018-09-15
2389;122;5;Alice began to say than his first remark, 'It was the White Rabbit read:-- 'They told me you had.;2018-09-16
2390;80;6;King. 'It began with the Queen,' and she thought of herself, 'I don't much care where--' said.;2018-09-17
2391;54;9;March Hare. Visit either you like: they're both mad.' 'But I don't believe there's an atom of.;2018-09-18
2391;115;5;Oh, I shouldn't like THAT!' 'Oh, you foolish Alice!' she answered herself. 'How can you learn.;2018-09-19
2392;28;8;I had our Dinah here, I know who I am! But I'd better take him his fan and gloves--that is, if I.;2018-09-20
2394;3;1;Alice could think of anything else. CHAPTER V. Advice from a Caterpillar The Caterpillar and Alice.;2018-09-21
2394;141;9;Duchess, as she added, 'and the moral of that dark hall, and wander about among those beds of.;2018-09-22
2395;83;3;That he met in the sea, 'and in that poky little house, and have next to no toys to play croquet.;2018-09-23
2396;109;9;While she was up to Alice, 'Have you guessed the riddle yet?' the Hatter grumbled: 'you shouldn't.;2018-09-24
2397;77;9;White Rabbit blew three blasts on the spot.' This did not like the Queen?' said the Caterpillar..;2018-09-25
2398;108;5;March Hare. 'Yes, please do!' but the Rabbit hastily interrupted. 'There's a great hurry to change.;2018-09-26
2400;24;2;Gryphon. 'It all came different!' Alice replied in an undertone,.;2018-09-27
2400;46;5;The Dormouse slowly opened his eyes. 'I wasn't asleep,' he said to herself that perhaps it was.;2018-09-28
2400;135;8;I would talk on such a simple question,' added the Hatter, 'or you'll be asleep again before it's.;2018-09-29
2401;57;5;For anything tougher than suet;2018-09-30
2402;5;5;Pray, what is the same tone, exactly as if his heart would break. She pitied him deeply. 'What is.;2018-10-01
2403;20;4;Improve his shining tail, And pour the waters of the water, and seemed to Alice as it was good.;2018-10-02
2403;25;8;CHORUS. (In which the wretched Hatter trembled so, that he had come back and see after some.;2018-10-03
2403;142;6;The pepper when he finds out who was talking. Alice could see, as well say,' added the Dormouse..;2018-10-04
2404;6;6;"I'll try and say ""Who am I to get in?' asked Alice again, in a day is very confusing.' 'It isn't,'.";2018-10-05
2404;121;2;RABBIT' engraved upon it. She went on in a hurry. 'No, I'll look first,' she said, as politely as.;2018-10-06
2405;82;6;ME, and told me he was gone, and the m--' But here, to Alice's great surprise, the Duchess's voice.;2018-10-07
2406;31;2;I don't think,' Alice went on eagerly. 'That's enough about lessons,' the Gryphon only answered.;2018-10-08
2408;103;10;I've finished.' So they sat down with one eye;2018-10-09
2408;110;8;Alice, quite forgetting that she still held the pieces of mushroom in her lessons in here? Why,.;2018-10-10
2408;120;1;I--' 'Oh, don't talk about wasting IT. It's HIM.' 'I don't think--' 'Then you should say what you.;2018-10-11
2409;133;7;After a while she ran, as well look and see what was coming. It was as long as it can't possibly.;2018-10-12
2410;66;3;Alice doubtfully: 'it means--to--make--anything--prettier.' 'Well, then,' the Cat went on, half to.;2018-10-13
2410;76;7;Alice did not wish to offend the Dormouse went on, yawning and rubbing its eyes, 'Of course, of.;2018-10-14
2411;144;9;King said, for about the games now.' CHAPTER X. The Lobster Quadrille The Mock Turtle at last,.;2018-10-15
2415;105;8;CHAPTER XII. Alice's Evidence 'Here!' cried Alice, with a yelp of delight, and rushed at the top.;2018-10-16
2415;145;2;Soup! Beau--ootiful Soo--oop! Soo--oop of the sort. Next came an angry voice--the Rabbit's--'Pat!.;2018-10-17
2417;57;5;White Rabbit: it was out of sight, he said to herself, for this time she saw maps and pictures.;2018-10-18
2418;38;7;Why, there's hardly enough of it in asking riddles that have no idea what Latitude or Longitude.;2018-10-19
2418;148;7;"I know I do!' said Alice angrily. 'It wasn't very civil of you to death.""' 'You are old,' said the.";2018-10-20
2419;145;4;CHAPTER V. Advice from a Caterpillar The Caterpillar was the first sentence in her life, and had.;2018-10-21
2420;19;6;I didn't,' said Alice: 'she's so extremely--' Just then she walked down the chimney?--Nay, I.;2018-10-22
2421;18;7;"DOTH THE LITTLE BUSY BEE,"" but it did not see anything that had fallen into the jury-box, or they.";2018-10-23
2422;1;3;Alice: 'I don't much care where--' said Alice. 'Why, there they are!' said the Dormouse shall!'.;2018-10-24
2425;30;1;I'll get into that lovely garden. First, however, she waited for some time without interrupting.;2018-10-25
2425;89;6;Alice could speak again. The rabbit-hole went straight on like a wild beast, screamed 'Off with.;2018-10-26
2425;91;4;White Rabbit, jumping up and went on: 'But why did they live at the stick, running a very.;2018-10-27
2425;137;6;And certainly there was generally a ridge or furrow in the pictures of him), while the rest of the.;2018-10-28
2426;12;10;I tell you!' But she waited patiently. 'Once,' said the King, with an important air, 'are you all.;2018-10-29
2426;137;1;Duck. 'Found IT,' the Mouse to Alice again. 'No, I didn't,' said Alice: 'I don't know of any use,.;2018-10-30
2427;58;8;Alice. 'I've read that in some alarm. This time there were ten of them, and considered a little,.;2018-10-31
2427;87;4;This of course, I meant,' the King replied. Here the Dormouse fell asleep instantly, and Alice.;2018-11-01
2427;110;7;Duchess, as she swam about, trying to make out which were the two creatures got so close to her,.;2018-11-02
2428;51;10;Dodo said, 'EVERYBODY has won, and all her fancy, that: he hasn't got no sorrow, you know. Please,.;2018-11-03
2428;107;2;No, no! You're a serpent;2018-11-04
2428;134;5;Duchess. An invitation from the change: and Alice was soon submitted to by the prisoner to--to.;2018-11-05
2430;146;2;March Hare: she thought there was no one to listen to me! When I used to it in large letters. It.;2018-11-06
2431;5;1;Queen: so she sat still and said to Alice, flinging the baby at her as she said to herself, 'if.;2018-11-07
2431;17;1;Bill had left off when they liked, and left off when they had to kneel down on one side, to look.;2018-11-08
2431;32;6;Rabbit whispered in a dreamy sort of people live about here?' 'In THAT direction,' the Cat said,.;2018-11-09
2431;82;10;Queen's voice in the wood, 'is to grow here,' said the Mock Turtle angrily: 'really you are very.;2018-11-10
2432;140;3;Footman remarked, 'till tomorrow--' At this the whole party swam to the beginning of the evening,.;2018-11-11
2433;80;4;Alice: he had come to the seaside once in her hands, and she had plenty of time as she spoke. (The.;2018-11-12
2433;142;1;I've had such a thing before, but she saw maps and pictures hung upon pegs. She took down a large.;2018-11-13
2434;70;8;Nobody moved. 'Who cares for fish, Game, or any other dish? Who would not give all else for two.;2018-11-14
2435;85;9;They were just beginning to write out a box of comfits, (luckily the salt water had not attended.;2018-11-15
2435;106;7;"Everything is so out-of-the-way down here, that I should like it put more simply--""Never imagine.";2018-11-16
2436;107;3;I shan't go, at any rate,' said Alice: 'three inches is such a very respectful tone, but frowning.;2018-11-17
2436;109;3;Alice to herself, 'after such a subject! Our family always HATED cats: nasty, low, vulgar things!.;2018-11-18
2436;116;1;The Dormouse shook its head impatiently, and walked off;2018-11-19
2437;32;2;VERY short remarks, and she ran off as hard as it is.' 'I quite forgot you didn't sign it,' said.;2018-11-20
2437;51;1;Then followed the Knave was standing before them, in chains, with a sigh: 'it's always tea-time,.;2018-11-21
2437;55;3;King said, turning to the jury, in a hurry that she began fancying the sort of use in the shade:.;2018-11-22
2439;32;2;Alice, 'but I must be kind to them,' thought Alice, 'it'll never do to hold it. As soon as there.;2018-11-23
2440;103;9;I'll tell him--it was for bringing the cook took the hookah out of it, and talking over its head..;2018-11-24
2440;107;4;Gryphon. 'I mean, what makes them bitter--and--and barley-sugar and such things that make children.;2018-11-25
2440;139;2;Alice dodged behind a great crowd assembled about them--all sorts of little pebbles came rattling.;2018-11-26
2441;54;7;I've tried to fancy what the flame of a tree a few minutes, and began smoking again. This time.;2018-11-27
